traced_nodes,nl,trial,phase,time,pctTotal,source_run
32,64,2,Read global definitions,0.002682,0.0,run_20260717_215056
32,64,2,Build group/location map,0.000764,0.0,run_20260717_215056
32,64,2,Distribute groups,0.003347,0.01,run_20260717_215056
32,64,2,Read events + write output,63.193437,99.99,run_20260717_215056
32,64,2,Other (overhead),0.003554,0.01,run_20260717_215056
32,64,2,Total,63.200437,100.0,run_20260717_215056
32,64,3,Read global definitions,0.002864,0.0,run_20260717_215056
32,64,3,Build group/location map,0.000701,0.0,run_20260717_215056
32,64,3,Distribute groups,0.003295,0.01,run_20260717_215056
32,64,3,Read events + write output,62.87179,99.99,run_20260717_215056
32,64,3,Other (overhead),0.003531,0.01,run_20260717_215056
32,64,3,Total,62.878886,100.0,run_20260717_215056
32,64,4,Read global definitions,0.003128,0.0,run_20260717_215056
32,64,4,Build group/location map,0.000709,0.0,run_20260717_215056
32,64,4,Distribute groups,0.003458,0.01,run_20260717_215056
32,64,4,Read events + write output,63.749886,99.99,run_20260717_215056
32,64,4,Other (overhead),0.00366,0.01,run_20260717_215056
32,64,4,Total,63.757383,100.0,run_20260717_215056
32,64,5,Read global definitions,0.002995,0.0,run_20260717_215056
32,64,5,Build group/location map,0.000762,0.0,run_20260717_215056
32,64,5,Distribute groups,0.003301,0.01,run_20260717_215056
32,64,5,Read events + write output,64.8012,99.99,run_20260717_215056
32,64,5,Other (overhead),0.003524,0.01,run_20260717_215056
32,64,5,Total,64.808481,100.0,run_20260717_215056
32,8,1,Read global definitions,0.004301,0.0,run_20260717_215056
32,8,1,Build group/location map,0.000715,0.0,run_20260717_215056
32,8,1,Distribute groups,0.001563,0.0,run_20260717_215056
32,8,1,Read events + write output,107.115808,99.99,run_20260717_215056
32,8,1,Other (overhead),0.001729,0.0,run_20260717_215056
32,8,1,Total,107.122553,100.0,run_20260717_215056
32,8,2,Read global definitions,0.002693,0.0,run_20260717_215056
32,8,2,Build group/location map,0.000741,0.0,run_20260717_215056
32,8,2,Distribute groups,0.000865,0.0,run_20260717_215056
32,8,2,Read events + write output,110.6354,100.0,run_20260717_215056
32,8,2,Other (overhead),0.001088,0.0,run_20260717_215056
32,8,2,Total,110.639922,100.0,run_20260717_215056
32,8,3,Read global definitions,0.002883,0.0,run_20260717_215056
32,8,3,Build group/location map,0.000703,0.0,run_20260717_215056
32,8,3,Distribute groups,0.000914,0.0,run_20260717_215056
32,8,3,Read events + write output,110.836915,100.0,run_20260717_215056
32,8,3,Other (overhead),0.001148,0.0,run_20260717_215056
32,8,3,Total,110.841649,100.0,run_20260717_215056
32,8,4,Read global definitions,0.003437,0.0,run_20260717_215056
32,8,4,Build group/location map,0.000713,0.0,run_20260717_215056
32,8,4,Distribute groups,0.000912,0.0,run_20260717_215056
32,8,4,Read events + write output,106.09626,99.99,run_20260717_215056
32,8,4,Other (overhead),0.00116,0.0,run_20260717_215056
32,8,4,Total,106.10157,100.0,run_20260717_215056
32,8,5,Read global definitions,0.002926,0.0,run_20260717_215056
32,8,5,Build group/location map,0.000752,0.0,run_20260717_215056
32,8,5,Distribute groups,0.00094,0.0,run_20260717_215056
32,8,5,Read events + write output,106.591489,100.0,run_20260717_215056
32,8,5,Other (overhead),0.001177,0.0,run_20260717_215056
32,8,5,Total,106.596344,100.0,run_20260717_215056
384,128,1,Read global definitions,0.044083,0.01,run_20260717_215056
384,128,1,Build group/location map,0.014362,0.0,run_20260717_215056
384,128,1,Distribute groups,0.008297,0.0,run_20260717_215056
384,128,1,Read events + write output,457.095873,99.99,run_20260717_215056
384,128,1,Other (overhead),0.008517,0.0,run_20260717_215056
384,128,1,Total,457.162835,100.0,run_20260717_215056
384,128,2,Read global definitions,0.037921,0.01,run_20260717_215056
384,128,2,Build group/location map,0.014005,0.0,run_20260717_215056
384,128,2,Distribute groups,0.008543,0.0,run_20260717_215056
384,128,2,Read events + write output,460.115907,99.99,run_20260717_215056
384,128,2,Other (overhead),0.008833,0.0,run_20260717_215056
384,128,2,Total,460.176666,100.0,run_20260717_215056
384,128,3,Read global definitions,0.037993,0.01,run_20260717_215056
384,128,3,Build group/location map,0.014036,0.0,run_20260717_215056
384,128,3,Distribute groups,0.008352,0.0,run_20260717_215056
384,128,3,Read events + write output,460.780943,99.99,run_20260717_215056
384,128,3,Other (overhead),0.008617,0.0,run_20260717_215056
384,128,3,Total,460.841589,100.0,run_20260717_215056
384,128,4,Read global definitions,0.037953,0.01,run_20260717_215056
384,128,4,Build group/location map,0.014478,0.0,run_20260717_215056
384,128,4,Distribute groups,0.008333,0.0,run_20260717_215056
384,128,4,Read events + write output,447.032551,99.99,run_20260717_215056
384,128,4,Other (overhead),0.008611,0.0,run_20260717_215056
384,128,4,Total,447.093593,100.0,run_20260717_215056
384,128,5,Read global definitions,0.037493,0.01,run_20260717_215056
384,128,5,Build group/location map,0.014676,0.0,run_20260717_215056
384,128,5,Distribute groups,0.008263,0.0,run_20260717_215056
384,128,5,Read events + write output,459.929131,99.99,run_20260717_215056
384,128,5,Other (overhead),0.008534,0.0,run_20260717_215056
384,128,5,Total,459.989834,100.0,run_20260717_215056
384,256,1,Read global definitions,0.041866,0.01,run_20260717_215056
384,256,1,Build group/location map,0.014397,0.0,run_20260717_215056
384,256,1,Distribute groups,0.011565,0.0,run_20260717_215056
384,256,1,Read events + write output,415.055518,99.98,run_20260717_215056
384,256,1,Other (overhead),0.011824,0.0,run_20260717_215056
384,256,1,Total,415.123605,100.0,run_20260717_215056
384,256,2,Read global definitions,0.037439,0.01,run_20260717_215056
384,256,2,Build group/location map,0.01443,0.0,run_20260717_215056
384,256,2,Distribute groups,0.011655,0.0,run_20260717_215056
384,256,2,Read events + write output,429.757285,99.99,run_20260717_215056
384,256,2,Other (overhead),0.011959,0.0,run_20260717_215056
384,256,2,Total,429.821113,100.0,run_20260717_215056
384,256,3,Read global definitions,0.037345,0.01,run_20260717_215056
384,256,3,Build group/location map,0.014113,0.0,run_20260717_215056
384,256,3,Distribute groups,0.011557,0.0,run_20260717_215056
384,256,3,Read events + write output,371.708049,99.98,run_20260717_215056
384,256,3,Other (overhead),0.011853,0.0,run_20260717_215056
384,256,3,Total,371.77136,100.0,run_20260717_215056
384,256,4,Read global definitions,0.037194,0.01,run_20260717_215056
384,256,4,Build group/location map,0.014237,0.0,run_20260717_215056
384,256,4,Distribute groups,0.011601,0.0,run_20260717_215056
384,256,4,Read events + write output,372.71102,99.98,run_20260717_215056
384,256,4,Other (overhead),0.011887,0.0,run_20260717_215056
384,256,4,Total,372.774338,100.0,run_20260717_215056
384,256,5,Read global definitions,0.037551,0.01,run_20260717_215056
384,256,5,Build group/location map,0.014643,0.0,run_20260717_215056
384,256,5,Distribute groups,0.01163,0.0,run_20260717_215056
384,256,5,Read events + write output,419.445069,99.98,run_20260717_215056
384,256,5,Other (overhead),0.0119,0.0,run_20260717_215056
384,256,5,Total,419.509163,100.0,run_20260717_215056
384,64,1,Read global definitions,0.042885,0.01,run_20260717_215056
384,64,1,Build group/location map,0.014397,0.0,run_20260717_215056
384,64,1,Distribute groups,0.006662,0.0,run_20260717_215056
384,64,1,Read events + write output,503.777295,99.99,run_20260717_215056
384,64,1,Other (overhead),0.006897,0.0,run_20260717_215056
384,64,1,Total,503.841474,100.0,run_20260717_215056
384,64,2,Read global definitions,0.037482,0.01,run_20260717_215056
384,64,2,Build group/location map,0.015161,0.0,run_20260717_215056
384,64,2,Distribute groups,0.006826,0.0,run_20260717_215056
384,64,2,Read events + write output,547.799356,99.99,run_20260717_215056
384,64,2,Other (overhead),0.007108,0.0,run_20260717_215056
384,64,2,Total,547.859107,100.0,run_20260717_215056
384,64,3,Read global definitions,0.037575,0.01,run_20260717_215056
384,64,3,Build group/location map,0.014239,0.0,run_20260717_215056
384,64,3,Distribute groups,0.006458,0.0,run_20260717_215056
384,64,3,Read events + write output,498.164546,99.99,run_20260717_215056
384,64,3,Other (overhead),0.00674,0.0,run_20260717_215056
384,64,3,Total,498.2231,100.0,run_20260717_215056
384,64,4,Read global definitions,0.037345,0.01,run_20260717_215056
384,64,4,Build group/location map,0.014142,0.0,run_20260717_215056
384,64,4,Distribute groups,0.006485,0.0,run_20260717_215056
384,64,4,Read events + write output,532.282881,99.99,run_20260717_215056
384,64,4,Other (overhead),0.006766,0.0,run_20260717_215056
384,64,4,Total,532.341134,100.0,run_20260717_215056
384,64,5,Read global definitions,0.037356,0.01,run_20260717_215056
384,64,5,Build group/location map,0.014244,0.0,run_20260717_215056
384,64,5,Distribute groups,0.006512,0.0,run_20260717_215056
384,64,5,Read events + write output,504.029634,99.99,run_20260717_215056
384,64,5,Other (overhead),0.006769,0.0,run_20260717_215056
384,64,5,Total,504.088003,100.0,run_20260717_215056
