traced_nodes,nl,trial,phase,time,pctTotal,source_run
16,4,5,Read global definitions,0.002028,0.0,run_20260717_215056
16,4,5,Build group/location map,0.000345,0.0,run_20260717_215056
16,4,5,Distribute groups,0.000499,0.0,run_20260717_215056
16,4,5,Read events + write output,78.250427,100.0,run_20260717_215056
16,4,5,Other (overhead),0.00077,0.0,run_20260717_215056
16,4,5,Total,78.25357,100.0,run_20260717_215056
16,8,1,Read global definitions,0.002248,0.0,run_20260717_215056
16,8,1,Build group/location map,0.000371,0.0,run_20260717_215056
16,8,1,Distribute groups,0.000598,0.0,run_20260717_215056
16,8,1,Read events + write output,65.128055,99.99,run_20260717_215056
16,8,1,Other (overhead),0.000816,0.0,run_20260717_215056
16,8,1,Total,65.13149,100.0,run_20260717_215056
16,8,2,Read global definitions,0.001975,0.0,run_20260717_215056
16,8,2,Build group/location map,0.000406,0.0,run_20260717_215056
16,8,2,Distribute groups,0.000601,0.0,run_20260717_215056
16,8,2,Read events + write output,66.733932,100.0,run_20260717_215056
16,8,2,Other (overhead),0.00086,0.0,run_20260717_215056
16,8,2,Total,66.737173,100.0,run_20260717_215056
16,8,3,Read global definitions,0.002047,0.0,run_20260717_215056
16,8,3,Build group/location map,0.000394,0.0,run_20260717_215056
16,8,3,Distribute groups,0.000592,0.0,run_20260717_215056
16,8,3,Read events + write output,57.81218,99.99,run_20260717_215056
16,8,3,Other (overhead),0.000817,0.0,run_20260717_215056
16,8,3,Total,57.815438,100.0,run_20260717_215056
16,8,4,Read global definitions,0.002219,0.0,run_20260717_215056
16,8,4,Build group/location map,0.000365,0.0,run_20260717_215056
16,8,4,Distribute groups,0.0006,0.0,run_20260717_215056
16,8,4,Read events + write output,57.333336,99.99,run_20260717_215056
16,8,4,Other (overhead),0.000849,0.0,run_20260717_215056
16,8,4,Total,57.336769,100.0,run_20260717_215056
16,8,5,Read global definitions,0.002217,0.0,run_20260717_215056
16,8,5,Build group/location map,0.000359,0.0,run_20260717_215056
16,8,5,Distribute groups,0.000589,0.0,run_20260717_215056
16,8,5,Read events + write output,53.989873,99.99,run_20260717_215056
16,8,5,Other (overhead),0.000836,0.0,run_20260717_215056
16,8,5,Total,53.993285,100.0,run_20260717_215056
32,16,1,Read global definitions,0.002916,0.0,run_20260717_215056
32,16,1,Build group/location map,0.000746,0.0,run_20260717_215056
32,16,1,Distribute groups,0.001435,0.0,run_20260717_215056
32,16,1,Read events + write output,80.684229,99.99,run_20260717_215056
32,16,1,Other (overhead),0.001675,0.0,run_20260717_215056
32,16,1,Total,80.689566,100.0,run_20260717_215056
32,16,2,Read global definitions,0.00279,0.0,run_20260717_215056
32,16,2,Build group/location map,0.000748,0.0,run_20260717_215056
32,16,2,Distribute groups,0.001789,0.0,run_20260717_215056
32,16,2,Read events + write output,79.717988,99.99,run_20260717_215056
32,16,2,Other (overhead),0.002033,0.0,run_20260717_215056
32,16,2,Total,79.723559,100.0,run_20260717_215056
32,16,3,Read global definitions,0.002893,0.0,run_20260717_215056
32,16,3,Build group/location map,0.000701,0.0,run_20260717_215056
32,16,3,Distribute groups,0.001649,0.0,run_20260717_215056
32,16,3,Read events + write output,79.93866,99.99,run_20260717_215056
32,16,3,Other (overhead),0.00188,0.0,run_20260717_215056
32,16,3,Total,79.944134,100.0,run_20260717_215056
32,16,4,Read global definitions,0.003443,0.0,run_20260717_215056
32,16,4,Build group/location map,0.000708,0.0,run_20260717_215056
32,16,4,Distribute groups,0.001628,0.0,run_20260717_215056
32,16,4,Read events + write output,79.251576,99.99,run_20260717_215056
32,16,4,Other (overhead),0.001851,0.0,run_20260717_215056
32,16,4,Total,79.257578,100.0,run_20260717_215056
32,16,5,Read global definitions,0.002703,0.0,run_20260717_215056
32,16,5,Build group/location map,0.000721,0.0,run_20260717_215056
32,16,5,Distribute groups,0.001655,0.0,run_20260717_215056
32,16,5,Read events + write output,81.138547,99.99,run_20260717_215056
32,16,5,Other (overhead),0.0019,0.0,run_20260717_215056
32,16,5,Total,81.143871,100.0,run_20260717_215056
32,1,1,Read global definitions,0.004205,0.0,run_20260717_215056
32,1,1,Build group/location map,0.000743,0.0,run_20260717_215056
32,1,1,Distribute groups,0.000236,0.0,run_20260717_215056
32,1,1,Read events + write output,235.735089,100.0,run_20260717_215056
32,1,1,Other (overhead),0.000423,0.0,run_20260717_215056
32,1,1,Total,235.74046,100.0,run_20260717_215056
32,1,2,Read global definitions,0.005195,0.0,run_20260717_215056
32,1,2,Build group/location map,0.000847,0.0,run_20260717_215056
32,1,2,Distribute groups,0.000261,0.0,run_20260717_215056
32,1,2,Read events + write output,239.064429,100.0,run_20260717_215056
32,1,2,Other (overhead),0.000432,0.0,run_20260717_215056
32,1,2,Total,239.070903,100.0,run_20260717_215056
32,1,3,Read global definitions,0.004736,0.0,run_20260717_215056
