traced_nodes,nl,trial,Task,Locale,Locations,Events,Open (s),Setup (s),EnterCB (s),LeaveCB (s),MetricCB (s),libOTF2 (s),WriteCG (s),WriteMet (s),Total (s)
384,128,3,1,3,5,28842264,0.000219,0.01437,12.611567,12.131474,0.000135,6.848566,214.045466,3.638527,249.290354
384,128,3,2,3,5,28826468,0.000386,0.018848,12.320057,11.606571,0.000136,7.212538,164.793738,7.994227,203.946537
384,128,3,3,3,5,29223090,0.000333,0.0227,12.770121,12.153069,0.000138,7.390374,195.275479,5.822346,233.434591
384,128,3,4,3,5,29103453,0.000213,0.029808,13.884854,13.108261,0.000147,7.85736,218.106868,4.821237,257.808783
384,128,3,5,3,5,28827951,0.000352,0.014286,14.567693,13.817737,0.000146,8.014699,239.707223,8.117439,284.23961
384,128,3,6,3,48,75372627,0.000376,0.064449,12.528142,11.907329,90.663132,31.669303,109.568876,10.061772,266.463414
384,128,3,7,3,5,29201959,0.000194,0.023698,12.428638,11.889485,0.000135,7.169367,189.247565,4.46516,225.224272
384,128,3,8,3,5,29056195,0.000466,0.017505,13.618052,12.813368,0.000139,7.46576,174.23841,8.20948,216.363213
384,128,3,9,3,5,29215105,0.000449,0.016577,14.818672,14.004986,0.000148,8.392833,208.970236,3.7587,249.96263
384,128,3,10,3,5,28849929,0.000171,0.022326,12.560689,11.970129,0.000129,7.335372,226.900518,19.740188,278.52955
384,128,3,11,3,5,28915463,0.000455,0.034656,12.431127,11.859102,0.000132,7.309133,158.643207,10.842497,201.120344
384,128,3,12,3,5,28920591,0.000472,0.016152,13.596706,12.246218,0.00014,7.891009,241.779089,4.011398,279.541215
384,128,3,13,3,5,28852539,0.000457,0.014388,14.257513,13.352649,0.00014,8.077645,171.932301,3.571664,211.20679
384,128,3,14,3,5,28851693,0.000457,0.019825,12.436398,11.79287,0.000136,6.550179,213.332723,5.737335,249.86998
384,128,3,15,3,5,28967213,0.000412,0.020252,12.518109,11.938006,0.000138,6.692688,175.963421,5.026313,212.159371
384,128,3,16,3,5,28782045,0.000497,0.018416,13.283546,12.490421,0.000145,7.132283,181.615493,0.914295,215.455125
384,128,3,17,3,5,29079014,9.8e-05,0.019222,14.819125,13.894611,0.000149,8.265208,223.34516,6.88087,267.224472
384,128,3,18,3,5,28791914,0.000502,0.017034,12.566779,11.758534,0.000137,7.538852,189.988733,9.008247,230.87885
384,128,3,19,3,5,28928248,0.00051,0.015968,12.361776,11.80944,0.000142,6.709544,159.396039,18.986732,209.280189
384,128,3,20,3,48,74614908,0.000474,0.066291,13.220134,12.119321,92.201853,32.384809,74.58367,31.075631,255.65222
384,128,3,21,3,5,28850028,0.000523,0.017599,14.748207,13.886713,0.000157,11.347579,238.718993,3.146906,281.86671
384,128,3,22,3,5,28946613,0.000404,0.01426,13.887658,13.307877,0.000133,6.769599,221.845761,7.919772,263.745497
384,128,3,23,3,5,28842271,0.000477,0.017591,12.471474,11.870318,0.000137,6.539917,179.520048,3.911859,214.331854
384,128,3,0,4,48,75344691,0.000962,0.085519,12.693859,12.017195,91.887114,32.84161,113.443558,11.870616,274.840469
384,128,3,1,4,48,74752221,0.000436,0.087988,13.105174,12.289019,93.071168,33.408767,46.270766,11.860705,210.094058
384,128,3,2,4,5,28982344,0.000454,0.006612,14.131325,13.004623,0.000143,7.360092,166.40459,5.913608,206.821479
384,128,3,3,4,5,28823947,0.000359,0.006533,12.768188,12.03892,0.000137,6.563102,188.501413,20.372188,240.250872
384,128,3,4,4,48,75183374,0.000456,0.087779,12.791861,12.106358,92.096187,31.70342,114.776155,11.673695,275.235946
384,128,3,5,4,5,29124581,0.000369,0.006022,12.981724,12.497848,0.000134,7.349043,221.454318,7.268486,261.557972
384,128,3,6,4,5,29082473,0.000453,0.005909,12.64901,12.146703,0.000143,6.619326,219.924436,8.323623,259.669631
384,128,3,7,4,5,28923309,9.3e-05,0.005833,13.31601,12.446232,0.000138,6.613297,219.254815,8.83782,260.474268
384,128,3,8,4,5,28827395,0.000472,0.006589,12.420699,11.96125,0.000144,6.48313,216.797474,7.313698,254.983513
384,128,3,9,4,5,28902999,0.000175,0.004742,12.548221,12.030495,0.000137,6.82793,243.719532,4.466059,279.59732
384,128,3,10,4,5,28955836,0.00044,0.00703,12.614654,11.92386,0.000131,7.357013,253.354102,1.975082,287.232343
384,128,3,11,4,5,28972361,0.000462,0.006599,12.546593,12.172459,0.000132,7.236485,247.003987,4.761543,283.728291
384,128,3,12,4,5,28952696,0.000313,0.006403,12.690278,12.098367,0.000137,7.147216,229.899574,8.977988,270.820302
384,128,3,13,4,5,28839895,0.000453,0.005908,12.700941,12.117172,0.000139,7.298325,161.601482,6.950066,200.674515
384,128,3,14,4,5,29226743,0.000463,0.007263,12.808964,12.213707,0.000136,6.699346,233.881042,10.233543,275.8445
384,128,3,15,4,5,29066996,0.000376,0.006223,12.959996,12.427625,0.000136,6.768619,172.342332,53.611329,258.116664
384,128,3,16,4,5,28910625,0.000491,0.006031,14.14117,13.511827,0.000148,7.298123,191.994684,14.019358,240.971865
384,128,3,17,4,48,75331635,0.000446,0.085633,13.279944,12.665776,96.011818,33.538215,89.714661,8.962314,254.258842
384,128,3,18,4,5,28863230,0.000345,0.006021,12.909483,12.260148,0.000142,7.548667,212.629717,4.349269,249.703826
384,128,3,19,4,5,28922844,0.000485,0.006202,13.053434,12.267741,0.000141,6.700255,189.678727,43.476657,265.183675
384,128,3,20,4,49,74896209,0.000424,0.086907,12.820769,12.112472,92.116199,32.441783,116.59136,11.728634,277.898581
384,128,3,21,4,5,28819416,0.000482,0.005995,14.946982,14.066059,0.000157,8.33414,173.336645,4.059594,214.750089
384,128,3,22,4,5,29081242,0.00026,0.006736,12.656011,12.140201,0.000138,6.564244,171.840094,5.078884,208.286603
384,128,3,23,4,5,28799764,0.000474,0.006734,12.600497,12.063226,0.000139,6.981779,236.33452,7.946704,275.934101
384,128,3,0,5,48,74999829,0.000121,0.079282,13.408679,12.757876,96.106641,33.272349,81.11105,1.850847,238.586878
384,128,3,1,5,48,74975794,9.5e-05,0.080821,13.109904,12.630915,95.582588,32.109803,49.438826,44.115109,247.068095
384,128,3,2,5,5,29008480,9.2e-05,0.035012,13.228797,12.463605,0.000144,6.862911,235.155984,5.128929,272.875505
384,128,3,3,5,48,75294836,0.000335,0.06207,13.014159,12.385296,96.346595,32.343466,117.289453,9.348634,280.790044
384,128,3,4,5,48,75319417,0.000338,0.064882,13.422299,12.801019,98.211357,33.298019,59.424881,5.054118,222.276947
384,128,3,5,5,5,29087995,0.000232,0.014711,15.430944,14.269546,0.000152,8.544874,233.575342,5.41788,277.253715
384,128,3,6,5,5,28850521,0.000254,0.018338,12.929731,12.362575,0.000145,6.56696,163.108236,9.63029,204.616565
384,128,3,7,5,5,29084525,0.00034,0.014063,13.333654,12.355723,0.00014,6.834802,165.234305,8.188974,205.962036
384,128,3,8,5,5,28802567,0.000239,0.01777,13.982421,13.304296,0.000151,7.25857,207.165083,16.614014,258.342576
384,128,3,9,5,5,28792384,0.000331,0.014864,14.948952,14.130377,0.00015,8.126807,173.38737,8.317061,218.925944
384,128,3,10,5,5,29234273,0.000291,0.013381,13.285097,12.624275,0.000145,7.17245,165.959099,66.344245,265.399013
384,128,3,11,5,5,28894057,0.000296,0.024524,13.265211,12.410498,0.000142,7.150719,145.824817,11.776898,190.45314
384,128,3,12,5,5,28794370,0.00035,0.015167,14.109837,13.398282,0.000142,7.365313,216.479044,9.591225,260.959396
384,128,3,13,5,48,75394724,0.000273,0.065471,13.448591,12.945208,98.706291,34.816228,91.013434,15.878613,266.874145
384,128,3,14,5,5,28823654,0.000226,0.015879,13.40134,12.910063,0.000135,6.622915,226.184586,11.395833,270.531006
384,128,3,15,5,5,28872282,0.000354,0.017125,12.862855,12.33282,0.000138,6.571276,226.669978,4.416183,262.870787
384,128,3,16,5,5,28951869,0.000139,0.015187,14.288104,13.365368,0.000149,7.766206,224.205493,8.294103,267.934783
384,128,3,17,5,5,28840763,0.000142,0.017058,15.299645,14.406539,0.000154,8.152616,227.33337,15.625043,280.834599
384,128,3,18,5,5,28795499,0.000152,0.014594,13.068354,12.452535,0.000135,7.353566,240.625325,6.302547,279.817241
384,128,3,19,5,5,29003342,0.00014,0.012986,13.359075,12.514803,0.000142,7.003879,244.075505,4.761787,281.728347
384,128,3,20,5,5,29262693,0.000139,0.014502,18.914753,18.137366,0.000187,13.488754,141.468923,13.182298,205.206954
384,128,3,21,5,5,29190028,0.000274,0.015108,20.464988,19.49474,0.000165,11.151414,167.744179,6.75971,225.630609
384,128,3,22,5,5,29065205,0.00036,0.014105,13.245276,12.400816,0.000136,6.602364,214.727625,7.61621,254.606923
384,128,3,23,5,5,29108491,0.000376,0.014117,13.131121,12.547159,0.000145,6.611375,233.055499,9.90986,275.269679
384,128,3,0,6,5,28917839,0.000552,0.005344,12.476012,11.850774,0.000135,6.554571,151.330908,59.056475,241.274826
384,128,3,1,6,5,28786960,0.000538,0.006156,12.570248,11.822853,0.000135,6.756834,156.797096,60.284474,248.238359
384,128,3,2,6,5,28847917,0.000439,0.005867,12.480374,11.830603,0.000144,7.136468,230.540862,16.095763,278.090552
384,128,3,3,6,5,28871642,0.000543,0.005845,12.859954,12.061171,0.000134,10.524981,186.081983,24.997041,246.531689
384,128,3,4,6,5,28832084,0.000406,0.006611,14.159661,13.522503,0.00014,7.267517,189.232157,40.982484,265.171508
384,128,3,5,6,5,28931274,0.000508,0.006055,12.786339,12.011487,0.000134,7.204526,176.434618,40.180464,248.624159
384,128,3,6,6,5,29078254,0.000382,0.005948,12.988473,12.124783,0.000135,6.697345,241.758265,5.37098,278.946347
384,128,3,7,6,48,75321751,0.000469,0.050166,12.758403,11.964263,90.164363,32.242394,117.016524,7.585316,271.781935
384,128,3,8,6,5,29039206,0.00018,0.00483,12.897629,12.200676,0.000135,6.631874,231.207235,6.857806,269.800394
384,128,3,9,6,5,29083909,0.000219,0.006339,12.678549,12.067881,0.000135,7.082291,210.304391,7.549077,249.688912
384,128,3,10,6,5,28950078,0.000449,0.006158,12.86532,12.060184,0.000133,10.674146,224.203123,6.494359,266.303904
384,128,3,11,6,5,28959877,0.000483,0.006079,13.698327,12.895617,0.000134,7.39704,237.55035,12.308137,283.8562
384,128,3,12,6,5,28806435,0.000494,0.006518,12.797374,12.000142,0.000133,7.244449,229.018523,8.543293,269.610957
384,128,3,13,6,5,28843153,0.000413,0.006405,12.860243,12.037618,0.000138,7.251495,234.376518,15.827979,282.360834
384,128,3,14,6,5,29239277,0.000513,0.005375,13.087387,12.448319,0.000138,6.618388,149.665004,13.087774,194.912925
384,128,3,15,6,5,28970719,0.000113,0.006369,12.962824,12.342216,0.000139,6.63443,151.894529,5.492851,189.333509
384,128,3,16,6,48,75092086,0.000457,0.04938,13.743633,12.867234,93.671368,33.749563,29.7587,16.018116,199.858489
384,128,3,17,6,5,28931702,0.000501,0.005478,20.233667,19.583761,0.000193,12.638695,125.522472,68.491134,246.475931
384,128,3,18,6,5,28837352,0.00045,0.006125,21.727224,20.306505,0.000161,10.611671,221.931645,6.628117,281.211931
384,128,3,19,6,5,28845504,0.000512,0.005363,15.255615,14.010478,0.000143,7.651994,164.757912,9.463809,211.145854
384,128,3,20,6,5,28841711,0.000606,0.005562,12.772962,12.07588,0.000135,7.314839,153.041638,8.269292,193.480943
384,128,3,21,6,5,28834760,0.000502,0.006233,13.548443,12.744818,0.000142,7.643298,166.735454,7.325516,208.004438
384,128,3,22,6,5,28844012,0.000482,0.005797,15.220703,13.999918,0.00014,7.629796,211.381059,5.085509,253.323437
384,128,3,23,6,5,28831228,0.000454,0.006028,12.584084,11.808081,0.000133,6.500062,231.760822,8.01956,270.679258
384,128,3,0,7,5,28825983,0.00028,0.008974,12.8015,12.137153,0.000137,6.730843,153.900597,71.284105,256.863642
384,128,3,1,7,5,28804808,0.000304,0.006671,12.839793,12.151599,0.000139,7.120151,184.967979,3.301326,220.387994
384,128,3,2,7,5,28965154,0.000233,0.008469,13.19082,12.584744,0.000135,7.34145,230.720216,11.145444,274.991538
384,128,3,3,7,5,28994762,0.000304,0.007212,13.219197,12.491852,0.000135,10.814175,158.075199,7.781673,202.389779
384,128,3,4,7,5,28853528,0.000288,0.011319,15.316358,13.893081,0.000139,7.939427,201.797431,1.813834,240.771911
384,128,3,5,7,5,29195485,9.3e-05,0.008394,17.594754,16.681115,0.000147,8.593859,224.355529,9.094631,276.328554
384,128,3,6,7,5,29243757,0.000219,0.00796,12.956084,12.250225,0.00014,6.804793,228.021252,9.10936,269.150069
384,128,3,7,7,48,74929200,0.000102,0.049974,13.258666,12.301205,90.120861,31.759828,101.370794,6.192408,255.05387
384,128,3,8,7,5,28821758,0.000254,0.009585,14.35442,12.907126,0.000141,7.541807,221.201531,9.17176,265.186658
384,128,3,9,7,5,29206754,0.000113,0.003698,15.037885,14.183662,0.000146,8.493743,210.6634,4.150121,252.532795
384,128,3,10,7,5,28829709,0.000184,0.004463,12.786422,12.122371,0.000134,10.524498,173.619433,4.134244,213.191781
384,128,3,11,7,5,29148351,0.000317,0.007408,14.069038,13.198599,0.000135,7.61872,175.592754,5.568232,216.055231
384,128,3,12,7,5,28838017,0.000175,0.003871,14.485459,13.127932,0.000147,8.097657,173.306984,2.491621,211.513875
384,128,3,13,7,5,28823937,0.000178,0.008877,14.68092,13.849779,0.000148,8.333784,220.45667,7.814569,265.144953
384,128,3,14,7,5,28899187,0.000102,0.009778,12.857403,12.287548,0.000136,6.750453,150.861397,59.958345,242.72519
384,128,3,15,7,5,28893735,0.00032,0.009645,12.799485,12.230465,0.000139,6.851063,150.618758,10.90491,193.414819
384,128,3,16,7,5,29067984,0.000297,0.009332,18.719311,17.757405,0.000192,10.56133,149.593977,11.452858,208.094735
384,128,3,17,7,5,29046180,0.000294,0.009777,20.917773,19.892324,0.000176,10.852642,225.417723,8.313468,285.404209
384,128,3,18,7,5,28829637,0.000271,0.007701,12.88442,12.502511,0.000137,7.505127,225.62656,8.516214,267.042976
384,128,3,19,7,5,28985082,0.000294,0.009137,13.16262,12.652067,0.000137,7.472798,175.877578,6.954678,216.129341
384,128,3,20,7,5,29021401,0.00028,0.009069,14.83302,13.959657,0.000147,8.005162,230.166903,5.341906,272.316181
384,128,3,21,7,5,29067617,0.00016,0.009635,15.649576,15.926784,0.000157,8.553762,231.340366,14.202806,285.683278
384,128,3,22,7,5,28815225,0.000282,0.00709,12.911089,12.213755,0.000141,6.778176,188.556111,45.870772,266.33745
384,128,3,23,7,5,28848118,0.000164,0.006804,13.070506,12.185294,0.000131,6.729783,226.544117,7.80466,266.341488
384,128,3,0,8,5,29087285,0.005645,0.005436,12.463222,11.782134,0.000138,6.541333,156.999739,17.160959,204.958659
384,128,3,1,8,5,29228630,0.005072,0.004792,13.373769,12.503356,0.00014,7.317125,224.685032,20.482983,278.372302
384,128,3,2,8,5,28902375,0.005184,0.004943,12.500713,11.804536,0.000131,10.094534,171.761547,37.693503,243.86512
384,128,3,3,8,5,28983043,0.00467,0.005506,13.602755,12.922464,0.000135,7.243819,209.826865,4.53529,248.141538
384,128,3,4,8,5,28865785,0.005444,0.005887,12.926573,12.06421,0.000135,7.422479,228.411269,11.166714,272.002742
384,128,3,5,8,5,28914917,0.005544,0.005274,12.674275,11.914955,0.000137,7.206514,190.543276,4.958616,227.308622
384,128,3,6,8,5,29095353,0.005508,0.005086,12.8814,12.050604,0.000139,6.76485,151.222641,12.552035,195.482296
384,128,3,7,8,5,28866318,0.005216,0.005916,13.085745,12.275499,0.000134,6.791167,167.744201,11.74742,211.655328
384,128,3,8,8,5,29084749,0.005682,0.005762,12.5758,11.814014,0.000141,6.464008,211.952137,5.784226,248.601806
384,128,3,9,8,5,29222384,0.005254,0.005445,12.543487,11.828277,0.00014,7.908824,228.350194,7.063197,267.704849
384,128,3,10,8,5,28833006,0.004436,0.005825,13.035192,12.317344,0.000144,7.14648,230.631325,15.231049,278.371823
384,128,3,11,8,5,28865172,0.005469,0.005949,12.578623,11.950836,0.00014,7.169941,154.506309,6.985964,193.203259
384,128,3,12,8,6,29118292,0.005589,0.006577,12.636764,12.093561,0.000136,7.223627,172.503306,9.501176,213.970763
384,128,3,13,8,5,28810042,0.005342,0.005835,13.768165,12.954488,0.000149,7.271197,226.003426,8.392101,268.400731
384,128,3,14,8,48,75017111,0.005332,0.050976,13.610372,12.629259,91.971331,32.842902,49.639549,8.020754,208.770512
384,128,3,15,8,5,29066943,0.005415,0.005707,12.76709,12.061586,0.000137,6.649584,218.002058,5.354179,254.845789
384,128,3,16,8,5,28876790,0.005337,0.005956,12.508444,11.923256,0.000138,6.451475,170.93537,6.977588,208.807598
384,128,3,17,8,5,29245137,0.005495,0.00547,13.705449,13.310794,0.000143,7.474563,219.10207,9.962504,263.566519
384,128,3,18,8,5,28946996,0.005523,0.005097,14.575737,13.684362,0.000144,8.239407,238.006497,10.979971,285.496771
384,128,3,19,8,5,29065140,0.005061,0.004982,12.735304,12.014636,0.000138,7.27454,150.865633,14.333434,197.233761
384,128,3,20,8,5,28850865,0.005312,0.005472,12.903667,12.370285,0.000138,7.165626,216.058902,8.369758,256.879193
384,128,3,21,8,5,28856399,0.005393,0.005394,14.184632,13.328278,0.00015,8.020006,242.793537,2.499882,280.837306
384,128,3,22,8,5,29020071,0.005016,0.00523,15.212592,14.308238,0.000152,8.071296,182.181885,7.073273,226.857716
384,128,3,23,8,5,28835506,0.005479,0.005271,12.500961,11.929801,0.000133,6.546063,231.819293,6.064733,268.871765
384,128,3,0,9,5,28911156,0.000532,0.016594,12.742574,11.993796,0.000135,6.70828,234.924313,5.16232,271.548578
384,128,3,1,9,5,28872828,0.000465,0.020979,12.777419,12.025524,0.000133,7.183674,171.919963,55.460709,259.388895
384,128,3,2,9,5,28930340,0.000507,0.020165,12.876919,12.156436,0.000133,7.774269,169.404631,3.704527,205.937617
384,128,3,3,9,5,29194356,0.000482,0.020662,13.472705,12.480738,0.000136,7.282155,237.841296,17.312388,288.410591
384,128,3,4,9,5,28798394,0.000502,0.025061,12.706298,11.897456,0.000136,7.295295,154.643239,68.82095,255.388968
384,128,3,5,9,5,29208525,0.000534,0.02325,12.721798,12.132323,0.000134,7.463566,156.855917,14.852056,204.049607
384,128,3,6,9,5,28861374,0.000183,0.005276,12.909821,12.300721,0.000136,6.788229,163.363609,15.913038,211.281043
384,128,3,7,9,5,28846614,0.000523,0.024872,12.529796,11.901088,0.000135,6.606477,236.111933,8.077273,275.252151
384,128,3,8,9,5,29253087,0.000536,0.021841,12.801261,12.098795,0.00014,6.753483,156.454267,7.305138,195.435492
384,128,3,9,9,5,28852152,0.0005,0.021552,13.178427,12.102913,0.000133,6.956519,159.858289,12.264807,204.383167
384,128,3,10,9,5,28843822,0.000351,0.022617,13.089611,12.261455,0.000134,7.391147,219.120933,9.597953,261.48423
384,128,3,11,9,5,28867584,0.000529,0.021215,12.853561,12.224248,0.000136,7.144491,174.257132,6.709711,213.211056
384,128,3,12,9,5,28915434,0.00054,0.020881,12.745296,12.090758,0.000137,10.616419,200.921192,6.731062,243.126312
384,128,3,13,9,5,28844057,0.000422,0.021743,14.071953,13.655553,0.000135,7.348495,197.869621,22.432169,255.400124
384,128,3,14,9,5,29121366,0.000451,0.022798,13.163483,12.589065,0.000138,6.726138,174.324924,4.505217,211.332245
384,128,3,15,9,5,29076663,0.000504,0.019907,13.835626,13.296368,0.000146,7.549817,181.491654,5.614508,221.808561
384,128,3,16,9,5,28848594,0.000191,0.029396,14.991674,14.366183,0.000151,7.829541,154.258089,9.940589,201.415846
384,128,3,17,9,5,28911528,0.000498,0.023064,12.589076,11.961662,0.000135,7.050763,209.987401,5.471579,247.084213
384,128,3,18,9,5,28851041,0.0005,0.019782,12.813597,12.117886,0.000141,7.243643,244.735082,4.577851,281.508514
384,128,3,19,9,5,28856989,0.000492,0.020251,19.224129,18.435554,0.000178,14.075766,170.273451,3.097608,225.127463
384,128,3,20,9,5,28833566,0.000849,0.019615,21.181819,19.799175,0.000165,11.151514,139.367042,12.250049,203.770262
384,128,3,21,9,5,28954368,0.000382,0.022284,12.674673,12.098496,0.000137,7.383232,162.319018,22.833607,217.331857
384,128,3,22,9,5,28981524,0.000804,0.021875,13.417619,12.864438,0.000139,6.669858,219.743301,5.237928,257.95599
384,128,3,23,9,5,28943137,9.4e-05,0.018983,12.572656,12.46086,0.000137,6.658455,142.641357,13.791985,188.144557
384,128,3,0,10,5,29044692,0.000184,0.004338,12.419966,11.860349,0.000135,6.519514,141.425151,7.427035,179.656704
384,128,3,1,10,5,28947199,0.000182,0.004549,12.343702,11.797824,0.000143,6.899737,185.693856,24.53523,241.275252
384,128,3,2,10,5,29208544,0.000169,0.012582,12.561495,11.982812,0.000139,7.366967,173.130186,5.134381,210.188761
384,128,3,3,10,5,28877089,9.8e-05,0.016002,12.709662,12.041341,0.000138,7.18685,183.337005,26.242912,241.534038
384,128,3,4,10,5,28816852,0.0003,0.01684,12.408931,12.103267,0.000138,7.177875,227.222115,12.148141,271.077639
384,128,3,5,10,5,28853069,0.000325,0.019635,12.875807,12.05773,0.000136,7.209096,198.953528,15.446464,246.562749
384,128,3,6,10,5,28852029,0.000176,0.017096,12.512775,11.929524,0.000139,6.459251,165.439574,8.655046,205.013615
384,128,3,7,10,5,29042399,0.000317,0.016548,12.791223,11.930586,0.000135,6.817477,242.355396,7.662723,281.574434
384,128,3,8,10,5,28818106,0.000228,0.013715,12.378205,11.853761,0.000138,6.431465,220.540014,5.490729,256.708315
384,128,3,9,10,5,28984807,0.000269,0.017052,13.835653,13.052712,0.000144,7.480501,239.249756,5.707822,279.343942
384,128,3,10,10,48,75011694,0.000229,0.064296,12.901066,12.289661,93.916175,33.082179,69.678722,9.067958,231.000326
384,128,3,11,10,5,28856675,0.000779,0.023267,12.946295,12.441748,0.000138,6.889249,226.627418,12.440196,271.369116
384,128,3,12,10,5,29142904,0.000246,0.015467,12.591744,12.021502,0.00014,7.127488,174.562818,4.991205,211.310639
384,128,3,13,10,5,28845001,0.000246,0.012072,13.641664,12.948179,0.000149,7.794265,164.872206,10.361686,209.630494
384,128,3,14,10,5,29189349,0.000264,0.011047,15.307521,14.366868,0.000155,8.295549,149.395898,15.55879,202.936121
384,128,3,15,10,5,29001420,9.3e-05,0.004399,12.694304,12.234756,0.000148,6.43702,222.781372,11.287161,265.439281
384,128,3,16,10,5,28948886,0.000115,0.006162,12.409637,12.092695,0.000139,6.45298,218.542409,7.929046,257.433217
384,128,3,17,10,5,28822217,0.000186,0.014948,14.251134,13.038021,0.000138,7.434486,224.196176,5.343886,264.279007
384,128,3,18,10,5,28851702,0.000108,0.010142,14.774741,14.010202,0.000143,8.365186,220.478013,8.575484,266.214045
384,128,3,19,10,5,28960603,0.000314,0.018397,12.763913,12.172045,0.00014,7.134557,221.47117,10.675739,264.236305
384,128,3,20,10,5,28857237,8.7e-05,0.018655,13.115523,12.550298,0.000142,10.588982,188.997668,35.692256,260.963638
384,128,3,21,10,5,28852662,0.00027,0.016189,14.987394,14.622818,0.000144,7.824779,223.56869,9.017231,270.037548
384,128,3,22,10,5,29136913,0.000278,0.013876,14.482066,13.729165,0.000146,7.515562,239.040405,4.413202,279.194736
384,128,3,23,10,5,28828241,0.000101,0.004329,12.528197,11.843083,0.000136,6.728782,232.734408,11.212791,275.051856
384,128,3,0,11,5,28984269,0.000749,0.030105,12.897006,12.121523,0.000141,6.593318,176.738861,5.53392,213.915656
384,128,3,1,11,5,29230152,0.000747,0.038099,12.580254,11.966673,0.000137,8.064871,158.093258,15.903439,206.647512
384,128,3,2,11,5,28871197,0.001352,0.030782,12.929019,12.358364,0.000141,6.79524,176.420768,7.329275,215.864976
384,128,3,3,11,48,75334962,0.001099,0.115715,12.93939,12.269018,90.775054,31.919566,67.095713,10.443265,225.558857
384,128,3,4,11,5,28866211,0.001134,0.033362,13.036716,12.49741,0.000143,6.736842,203.051035,0.344767,235.701441
384,128,3,5,11,48,75499496,0.000102,0.116578,13.271472,12.50167,91.523578,32.143173,50.170004,17.232864,216.959474
384,128,3,6,11,5,28963935,9.9e-05,0.03226,12.775218,12.10431,0.000141,6.588695,187.617665,19.951135,239.069552
384,128,3,7,11,5,28862555,0.001036,0.030972,12.460879,11.889643,0.000146,6.633298,167.261722,5.042745,203.320495
384,128,3,8,11,6,29026315,0.000454,0.03995,12.698552,12.099067,0.000138,6.605113,205.510188,0.154895,237.108388
384,128,3,9,11,5,29086779,0.001545,0.034473,12.681261,12.014042,0.00014,6.978069,169.406395,8.465267,209.581223
384,128,3,10,11,5,29257719,0.000469,0.037376,13.094512,12.492754,0.000141,6.864204,246.19738,0.991782,279.678646
384,128,3,11,11,49,74985796,0.047633,0.08533,12.722913,12.038461,91.036681,31.623939,37.829514,73.229951,258.614457
384,128,3,12,11,5,28968073,0.012275,0.025102,12.930301,12.428677,0.00014,7.371692,166.197139,8.14736,207.112716
384,128,3,13,11,5,29122372,0.000469,0.035632,12.785352,12.040477,0.000139,7.488254,210.298983,4.704876,247.354212
384,128,3,14,11,5,28847338,9.8e-05,0.052199,12.541373,11.974431,0.000142,6.566959,167.141787,6.28828,204.5653
384,128,3,15,11,5,29197159,0.006523,0.02933,18.463355,17.690972,0.000168,10.505128,150.931611,9.355999,206.983121
384,128,3,16,11,48,75405747,0.001572,0.115296,13.853203,13.001906,101.14537,35.610306,70.190638,1.577082,235.495406
384,128,3,17,11,5,29088969,0.036786,0.008453,12.764467,12.116158,0.00014,7.275744,223.780869,7.52762,263.510273
384,128,3,18,11,5,28838269,0.000428,0.035855,12.456963,11.951354,0.000138,7.272229,165.82434,55.806011,253.347353
384,128,3,19,11,5,28978738,0.000425,0.02507,14.794758,13.891537,0.000154,8.399566,229.125099,6.454183,272.690824
384,128,3,20,11,5,28826964,0.000986,0.0317,15.000594,14.175573,0.000144,8.431586,149.431035,16.440228,203.511876
384,128,3,21,11,5,29208994,0.000418,0.031734,12.827545,12.185632,0.000139,10.554791,209.491556,10.499515,255.591361
384,128,3,22,11,5,28820514,0.015071,0.02232,14.055695,13.107065,0.000138,6.626269,220.071206,6.375893,260.273689
384,128,3,23,11,5,28930531,0.000128,0.034568,12.764179,12.117084,0.000142,6.590207,196.728931,3.239922,231.475189
384,128,3,0,12,5,29098721,0.000496,0.007261,12.528664,11.985135,0.000136,6.668169,233.612407,6.153471,270.955768
384,128,3,1,12,5,28934129,0.000477,0.006307,12.525756,12.023946,0.000137,6.911154,224.301546,8.676094,264.445447
384,128,3,2,12,5,28816868,0.000402,0.006346,13.184312,12.947602,0.000137,7.237562,228.757805,6.140992,268.275188
384,128,3,3,12,5,29201194,0.000375,0.006764,12.569966,12.086086,0.000146,7.461795,170.428306,5.467537,208.021006
384,128,3,4,12,5,28855718,0.000443,0.0072,12.864351,12.150607,0.00014,7.296174,168.603579,9.158072,210.080596
384,128,3,5,12,5,28850228,0.000357,0.007209,12.738827,12.070368,0.000134,7.169247,203.062529,20.56452,255.613223
384,128,3,6,12,5,28901450,0.000244,0.007165,12.46287,11.905202,0.000138,6.619163,166.703154,11.046519,208.744491
384,128,3,7,12,5,28778131,0.000737,0.005896,12.2785,11.700049,0.000146,6.649385,230.269972,10.933221,271.837965
384,128,3,8,12,5,28830324,0.000368,0.007037,12.365255,11.790125,0.000141,6.594944,198.399144,3.951405,233.108449
384,128,3,9,12,5,28952109,0.000459,0.006638,12.460079,11.873631,0.000143,6.946204,190.656182,0.987734,222.9311
384,128,3,10,12,6,28910830,0.00044,0.007182,12.494878,11.839848,0.00014,6.716774,224.024745,14.405439,269.489473
384,128,3,11,12,48,74962144,0.000406,0.081771,12.60891,11.916969,90.827304,32.038795,121.040646,6.599831,275.114666
