traced_nodes,nl,trial,Task,Locale,Locations,Events,Open (s),Setup (s),EnterCB (s),LeaveCB (s),MetricCB (s),libOTF2 (s),WriteCG (s),WriteMet (s),Total (s)
384,128,1,1,61,5,28964877,0.001743,0.112106,12.930882,12.297854,0.000136,7.111679,216.805459,10.450089,259.709983
384,128,1,2,61,5,28846187,0.001837,0.125949,12.711439,12.04492,0.000136,7.657997,237.10546,8.699899,278.347667
384,128,1,3,61,5,28861964,0.001729,0.096711,12.800076,12.346771,0.000139,7.344066,227.828879,18.860873,279.279278
384,128,1,4,61,48,75072773,0.001787,0.322951,13.40688,12.657082,91.117658,32.540258,102.77463,8.052605,260.873887
384,128,1,5,61,5,28915045,0.001857,0.101249,12.679212,12.142078,0.000143,7.476593,220.121605,12.560571,265.08334
384,128,1,6,61,5,28947991,0.001543,0.101036,12.785507,12.319483,0.000139,6.798005,166.640521,43.611099,242.257361
384,128,1,7,61,5,28988875,0.001793,0.090412,12.719908,12.131628,0.00014,6.803602,193.037488,7.820311,232.605311
384,128,1,8,61,5,29053800,0.001727,0.099815,12.51658,12.030055,0.000138,6.801753,224.905604,9.689821,266.04556
384,128,1,9,61,5,28850915,0.001545,0.113657,13.242448,12.477113,0.000142,7.50891,239.123494,8.968087,281.435427
384,128,1,10,61,5,28848806,0.0017,0.101065,12.75889,12.123282,0.000136,10.369511,239.017414,8.789639,283.16167
384,128,1,11,61,5,28851283,0.001739,0.051029,13.344192,12.9182,0.000137,7.259855,227.103188,11.38853,272.066898
384,128,1,12,61,5,28870150,0.001753,0.054094,12.724286,12.344109,0.000133,7.430952,218.795916,10.50534,261.856616
384,128,1,13,61,5,28791317,0.001756,0.098567,12.598167,12.110668,0.000135,7.543435,239.43617,8.465763,280.254692
384,128,1,14,61,5,28799629,0.001763,0.149154,12.559153,12.177685,0.000136,6.826055,228.803683,10.811042,271.328706
384,128,1,15,61,5,28865149,0.001717,0.091541,13.531905,12.899673,0.000144,7.524147,180.720145,41.584473,256.353775
384,128,1,16,61,5,29240309,0.001721,0.101408,14.897202,14.028311,0.000152,8.16865,205.959763,6.348346,249.505586
384,128,1,17,61,5,28901674,0.001725,0.122162,12.636652,12.087659,0.000134,9.083188,218.351283,9.287716,261.570548
384,128,1,18,61,5,29207519,0.001683,0.211109,13.023991,12.622521,0.000137,7.684833,215.519191,12.525467,261.588962
384,128,1,19,61,5,28995478,0.001705,0.048206,13.535225,12.949408,0.000147,7.493465,249.12364,3.141121,286.292946
384,128,1,20,61,48,75023939,0.001822,0.265443,12.992197,12.344623,94.319497,33.764109,104.119748,18.429286,276.236759
384,128,1,21,61,5,28816423,0.002028,0.090599,12.613049,12.022864,0.000144,7.611127,240.12762,9.351102,281.818559
384,128,1,22,61,5,28863957,0.001717,0.097975,13.752232,13.013017,0.000144,6.818647,214.832493,14.713781,263.230033
384,128,1,23,61,5,29092161,0.001699,0.100149,12.722456,12.189699,0.000142,6.834391,214.809977,11.108786,257.767334
384,128,1,0,62,5,28852566,0.001329,0.04783,12.583842,12.245869,0.000143,6.682299,249.761733,6.471728,287.794804
384,128,1,1,62,5,29217793,0.001581,0.017132,12.672968,12.05211,0.000141,7.180308,249.399104,3.329817,284.653191
384,128,1,2,62,5,28828885,0.002129,0.016817,13.121803,12.451796,0.000141,7.51725,245.087648,6.801426,284.999041
384,128,1,3,62,5,28824832,0.001412,0.04685,12.606999,11.925162,0.000141,9.727032,151.340459,7.739824,193.387912
384,128,1,4,62,5,28850983,0.001449,0.015387,13.279883,12.729314,0.00014,7.515194,197.630746,3.169801,234.341946
384,128,1,5,62,5,28808784,0.001783,0.026088,12.524679,11.88791,0.000143,7.478823,246.123182,8.263134,286.305774
384,128,1,6,62,5,28967995,0.001752,0.022323,12.5961,11.944402,0.000149,6.688111,229.274589,13.61069,274.138145
384,128,1,7,62,5,28814092,0.002222,0.020438,12.46678,11.831877,0.000144,6.664196,224.572479,14.350736,269.90893
384,128,1,8,62,48,75425451,0.001691,0.184819,12.663093,11.958248,91.464209,32.50486,104.733229,13.289784,266.799968
384,128,1,9,62,5,29035656,0.001347,0.016707,12.577054,12.094377,0.000147,7.139038,237.353693,10.428132,279.610525
384,128,1,10,62,5,28964702,0.001871,0.016178,12.633378,12.002538,0.000139,10.085651,229.397127,9.673314,273.81023
384,128,1,11,62,5,29251742,0.001214,0.056176,13.461808,12.923237,0.000143,7.264137,227.736993,10.815273,272.259016
384,128,1,12,62,5,28838982,0.001648,0.021683,12.45813,11.945297,0.000141,6.809449,214.610608,12.858638,258.70563
384,128,1,13,62,48,75375921,0.001825,0.333789,12.56955,11.937461,91.729007,32.393518,112.895289,14.406781,276.267253
384,128,1,14,62,5,28858331,0.001485,0.131558,13.398294,12.514411,0.000148,7.231545,257.223277,0.568191,291.068939
384,128,1,15,62,5,28957296,0.000153,0.063038,14.692639,13.873477,0.000148,7.929444,251.305314,1.590056,289.454302
384,128,1,16,62,48,75104548,0.001688,0.306899,12.694028,12.001255,91.536233,32.352307,129.288081,11.066746,289.247272
384,128,1,17,62,5,29001918,0.002059,0.018062,13.191788,12.390624,0.000142,8.700366,233.010498,9.809538,277.123109
384,128,1,18,62,5,28933877,0.00165,0.015247,13.985109,13.243565,0.000147,7.958114,245.882423,5.940651,287.026936
384,128,1,19,62,5,28911013,0.001548,0.074319,14.822645,13.915363,0.000151,8.118346,223.764701,13.207701,273.904804
384,128,1,20,62,48,75265775,0.001911,0.289937,12.777672,12.044928,92.250376,32.777645,107.918891,13.56474,271.626136
384,128,1,21,62,5,28966312,0.000862,0.027706,12.819989,12.520697,0.000144,7.554922,200.685438,28.179043,261.788835
384,128,1,22,62,5,28860281,0.001842,0.028024,13.763355,13.037497,0.000145,7.33341,218.297353,17.035418,269.497076
384,128,1,23,62,5,29029319,0.000894,0.021632,14.700849,14.088102,0.000142,7.977398,234.133231,10.505017,281.427298
384,128,1,0,63,5,28834067,0.001395,0.082824,12.84432,12.044027,0.000141,6.751274,242.261036,7.2646,281.249652
384,128,1,1,63,5,29258228,0.001321,0.070574,13.225207,12.666683,0.000136,7.072724,199.612492,6.966769,239.615938
384,128,1,2,63,5,28833861,0.001281,0.087508,12.918873,11.795958,0.000136,7.311203,175.228746,44.370168,251.713905
384,128,1,3,63,5,28847406,0.001377,0.133192,12.938333,12.157375,0.000142,6.828822,219.019817,14.92634,266.005431
384,128,1,4,63,48,75224663,0.001278,0.426789,13.153175,12.004275,88.80598,32.480367,119.401987,13.646072,279.919959
384,128,1,5,63,5,29082389,0.001527,0.042429,12.729793,12.001007,0.000142,7.314489,223.563596,13.779965,269.432982
384,128,1,6,63,5,28830535,0.00125,0.098192,12.549974,11.965339,0.000137,6.695141,238.870484,6.433145,276.613698
384,128,1,7,63,48,75291223,0.001321,0.568629,12.785632,12.036062,88.927661,32.467155,120.991161,14.583512,282.361168
384,128,1,8,63,48,75152827,0.001295,0.384978,13.23129,12.149123,88.536817,32.459122,104.862968,16.14469,267.770321
384,128,1,9,63,5,28979368,0.001344,0.047514,12.770058,12.141469,0.000139,7.041638,170.516555,56.896318,259.415065
384,128,1,10,63,5,28881942,0.00134,0.041872,12.63177,12.063017,0.000137,6.879575,227.07019,14.008179,272.696116
384,128,1,11,63,48,75454799,0.001356,0.441818,12.812704,12.128742,90.286641,32.586501,119.551004,8.20659,276.015391
384,128,1,12,63,5,28832297,0.001368,0.048885,12.56531,12.003457,0.000134,7.313123,246.196609,4.739537,282.868454
384,128,1,13,63,5,28843107,0.001392,0.041243,13.381478,12.591918,0.000142,7.688056,219.590404,11.242759,264.537427
384,128,1,14,63,5,28988381,0.001343,0.047068,14.667206,13.790395,0.000144,8.082958,215.702086,13.971088,266.262324
384,128,1,15,63,48,75453376,0.001311,0.479818,12.646147,11.989985,88.776988,32.455847,42.66279,3.320096,192.333016
384,128,1,16,63,5,28801386,0.001372,0.046307,12.43306,11.809166,0.000136,6.707533,220.080523,12.477661,263.555815
384,128,1,17,63,5,28956621,0.001296,0.048925,13.416114,12.672274,0.000142,7.614333,227.64235,13.94054,275.336008
384,128,1,18,63,5,28998413,0.001343,0.047074,14.734487,13.917186,0.000152,8.634114,198.105219,2.535282,237.974891
384,128,1,19,63,5,28855649,0.001351,0.045427,13.136208,12.547467,0.000134,7.515223,223.466857,10.876843,267.58954
384,128,1,20,63,5,29208511,0.001308,0.042636,12.857242,12.146297,0.000137,7.521691,243.457332,7.221942,283.248617
384,128,1,21,63,5,29205519,0.001375,0.122651,19.056334,18.210713,0.0002,14.575814,192.767262,11.998463,256.732845
384,128,1,22,63,5,28898906,0.001421,0.02582,21.394657,20.160977,0.000133,10.756959,218.03414,13.375914,283.750055
384,128,1,23,63,5,28951158,0.001419,0.043151,12.548284,11.850316,0.000131,6.69977,226.02728,14.004634,271.175014
384,128,1,0,64,5,28866175,0.001435,0.057042,13.349374,12.293955,0.000139,6.910608,223.690556,9.178022,265.481164
384,128,1,1,64,49,75066048,0.001394,0.45324,13.104329,12.173044,88.817577,32.608001,144.972508,1.450902,293.58103
384,128,1,2,64,5,28843072,0.000816,0.011311,12.944354,12.19591,0.00014,6.954953,234.98021,11.435453,278.523179
384,128,1,3,64,48,74882798,0.001399,0.240728,13.371665,12.39131,88.791113,34.46759,104.023698,15.655598,268.943134
384,128,1,4,64,5,28841619,0.000787,0.011804,13.617829,13.004906,0.000135,7.084131,231.744329,11.324098,276.788049
384,128,1,5,64,48,75364929,0.000587,0.47926,13.263998,12.565746,89.780207,32.886505,117.078288,16.552321,282.606946
384,128,1,6,64,5,28935516,0.000422,0.009906,12.918953,12.398763,0.000136,6.888889,202.252088,7.20613,241.675317
384,128,1,7,64,5,28903797,0.000622,0.046888,13.069831,12.468452,0.000136,6.911378,235.576657,10.637228,278.711221
384,128,1,8,64,5,29190565,0.000267,0.01089,13.061007,12.286227,0.000134,6.946057,230.363258,10.178515,272.846387
384,128,1,9,64,5,28965186,0.000785,0.011452,13.44436,12.270926,0.000132,7.19811,226.370767,9.650333,268.946894
384,128,1,10,64,5,29130393,0.000785,0.031567,13.049096,12.365491,0.000132,10.147969,230.154773,10.290279,276.040124
384,128,1,11,64,5,28969581,0.000811,0.011542,13.993506,13.532137,0.000137,7.532744,234.340801,11.478986,280.890705
384,128,1,12,64,5,29000741,0.000556,0.011848,13.1571,12.52527,0.000138,7.558172,222.179529,14.993383,270.426027
384,128,1,13,64,5,29262345,0.000792,0.011932,13.415523,12.626851,0.000134,7.636615,241.963229,5.534961,281.19007
384,128,1,14,64,6,28892565,0.000792,0.012172,12.895072,12.211312,0.000143,6.815397,240.462931,11.523059,283.920906
384,128,1,15,64,5,28817608,0.000804,0.104227,12.796965,12.172269,0.000143,6.821,207.022025,8.360741,247.278209
384,128,1,16,64,48,75585080,0.000747,0.214327,14.347514,13.050709,93.41541,33.95473,67.389666,37.116347,259.489486
384,128,1,17,64,5,28942660,0.000696,0.011598,15.723073,14.362932,0.000153,9.861471,199.917231,7.05848,246.935665
384,128,1,18,64,5,28821849,0.001454,0.01116,13.505772,12.52521,0.000137,7.542362,241.320907,7.342635,282.249668
384,128,1,19,64,5,28957917,0.000669,0.011716,12.990024,12.222421,0.000138,7.527651,203.887367,4.283324,240.923337
384,128,1,20,64,5,29159490,0.000803,0.010583,14.04992,13.215816,0.000141,8.231303,191.221787,7.555888,234.28627
384,128,1,21,64,5,29213811,0.000813,0.010743,15.562448,14.608161,0.000149,9.057974,239.057497,7.277502,285.575318
384,128,1,22,64,5,28987396,0.000802,0.010811,13.150792,12.548094,0.000138,6.88853,240.657979,8.740368,281.997547
384,128,1,23,64,5,28829460,0.000719,0.011839,12.789775,12.10898,0.000138,6.785425,201.720587,9.265415,242.682939
384,128,1,0,65,5,28967681,0.046304,0.122025,12.731161,12.089808,0.000142,6.821455,211.505068,8.326873,251.642866
384,128,1,1,65,5,29087258,0.012138,0.083384,12.808183,11.986816,0.000137,7.320662,186.67762,7.834114,226.723082
384,128,1,2,65,5,28804023,0.05229,0.068129,12.739906,12.054753,0.00014,6.782566,231.962268,9.415005,273.075085
384,128,1,3,65,48,75306583,0.052227,0.454853,12.847495,12.164659,90.651393,32.579666,107.675078,13.695735,270.121141
384,128,1,4,65,48,75152488,0.01176,0.33586,13.050504,12.289551,90.191353,33.720833,88.482172,9.149275,247.231346
384,128,1,5,65,5,28809696,0.011831,0.081673,13.188236,12.680572,0.000139,6.81121,207.072252,18.957101,258.803043
384,128,1,6,65,48,75278682,0.011774,0.568989,13.076725,12.464725,92.334887,32.34506,112.155655,10.790725,273.748574
384,128,1,7,65,5,28981023,0.011811,0.084585,12.685389,12.044169,0.000135,6.737312,236.479868,7.93121,275.974514
384,128,1,8,65,5,29135252,0.011691,0.140084,12.829954,12.044778,0.000138,6.924299,213.492607,11.674891,257.118472
384,128,1,9,65,6,29145189,0.05198,0.078686,12.729936,12.03778,0.000139,7.090967,214.393224,15.709244,262.091986
384,128,1,10,65,5,28941864,0.011816,0.13714,12.833078,12.125783,0.000138,7.496674,199.338655,15.792124,247.735439
384,128,1,11,65,5,28796153,0.052284,0.050875,12.472197,11.813574,0.000131,9.782263,221.675381,8.976684,264.823419
384,128,1,12,65,5,28996357,0.052179,0.067316,13.607642,12.938872,0.000135,7.307784,216.314499,9.323884,259.612343
384,128,1,13,65,5,28835789,0.011536,0.081412,12.88993,12.144344,0.000138,6.800515,230.864159,10.471753,273.263814
384,128,1,14,65,48,75068892,0.011669,0.368507,13.018759,12.285232,91.088917,32.203608,109.48904,13.446372,271.912138
384,128,1,15,65,5,28981219,0.011701,0.082457,12.853215,12.252217,0.000136,6.701459,240.480035,8.549312,280.930565
384,128,1,16,65,5,28834894,0.011609,0.119351,14.219701,13.391617,0.000139,7.32545,232.122181,9.286685,276.476765
384,128,1,17,65,48,75020110,0.011696,0.347892,13.055072,12.37106,94.273464,35.43801,102.345103,14.773116,272.615448
384,128,1,18,65,6,29137069,0.011735,0.087518,13.485088,12.895867,0.000144,7.463536,213.399653,11.754966,259.098535
384,128,1,19,65,5,28865125,0.011706,0.113081,12.72462,12.065856,0.000142,7.245308,219.895514,10.859082,262.915342
384,128,1,20,65,5,28876564,0.011698,0.08317,14.054613,13.506452,0.000151,7.894844,216.61752,11.517888,263.686372
384,128,1,21,65,5,29232398,0.011737,0.07995,15.547502,14.541047,0.000151,8.81756,208.672824,15.986803,263.657606
384,128,1,22,65,5,28912174,0.011696,0.121893,12.924967,12.162851,0.000136,6.763689,157.448846,55.233954,244.668063
384,128,1,23,65,6,28885269,0.01167,0.084673,12.570324,11.911588,0.000143,6.67385,219.57079,12.835284,263.658376
384,128,1,0,66,48,75125805,0.013214,0.612972,12.540097,11.849464,91.303267,32.991815,90.688051,14.816901,254.815815
384,128,1,1,66,5,28946394,0.05156,0.174568,12.580101,11.934483,0.000138,6.943909,230.623449,12.985367,275.293608
384,128,1,2,66,5,28973919,0.013289,0.138866,12.694997,12.056385,0.000136,7.318328,252.261207,1.302765,285.786001
384,128,1,3,66,5,28952393,0.01331,0.113766,12.64226,12.045375,0.000135,7.332705,233.632192,11.89896,277.678735
384,128,1,4,66,5,29030638,0.051582,0.079755,12.657469,12.169858,0.00014,7.225936,251.425876,2.890682,286.501328
384,128,1,5,66,5,28844810,0.049586,0.127759,12.47538,11.820558,0.000142,10.470128,194.816726,6.7294,236.489709
384,128,1,6,66,5,28950579,0.013309,0.131769,13.466674,12.947103,0.000144,6.627356,239.628797,12.427209,285.242392
384,128,1,7,66,49,75336113,0.012668,0.351473,12.647549,11.983125,92.056143,33.031326,133.514821,3.625553,287.222693
384,128,1,8,66,5,28987656,0.013343,0.146806,12.76817,12.31278,0.000142,6.526787,251.141503,2.257367,285.166926
384,128,1,9,66,5,28835272,0.013221,0.129361,12.562682,11.930447,0.000137,6.900061,238.952708,10.955421,281.444071
384,128,1,10,66,5,28905839,0.013321,0.114543,12.52136,11.884355,0.000146,7.37124,220.830882,9.114862,261.850736
384,128,1,11,66,5,28830882,0.013283,0.129598,12.641388,12.016498,0.000137,7.351188,238.16733,9.795826,280.115277
384,128,1,12,66,5,28789696,0.046916,0.112991,12.492567,11.839902,0.000155,9.727861,227.267191,11.819946,273.307561
384,128,1,13,66,5,28836393,0.013216,0.132796,13.683623,12.857898,0.000134,7.54682,216.018247,10.987645,261.24041
384,128,1,14,66,5,29040116,0.013372,0.112338,12.633789,12.165482,0.00014,6.615565,243.593187,8.451983,283.585886
384,128,1,15,66,5,28967209,0.05153,0.093753,12.618024,11.850327,0.000137,6.613234,215.574293,13.104451,259.905783
384,128,1,16,66,5,28870379,0.013269,0.122399,12.845369,12.010288,0.000136,6.791945,225.619228,16.248357,273.651022
384,128,1,17,66,5,28804568,0.013259,0.143351,14.052502,12.784168,0.000149,7.300576,246.291913,4.047877,284.633827
384,128,1,18,66,5,28859454,0.013259,0.185182,14.316536,13.565475,0.000146,8.272657,246.861592,2.481779,285.696659
384,128,1,19,66,5,29079031,0.013228,0.129692,12.802261,12.117216,0.000135,9.946959,218.150656,14.595645,267.755824
384,128,1,20,66,5,28839011,0.013184,0.125789,13.303788,12.936357,0.000142,7.106596,235.552809,11.269481,280.308177
384,128,1,21,66,5,28944112,0.013255,0.108729,13.861241,13.165485,0.000145,7.924042,206.574237,18.157285,259.80445
384,128,1,22,66,5,28892956,0.013242,0.131735,15.044264,14.063794,0.000151,7.915045,176.458817,8.2078,221.834878
384,128,1,23,66,5,28973156,0.014273,0.138922,12.488526,11.964193,0.000138,6.606522,228.769063,12.770672,272.752362
384,128,1,0,67,5,29245571,0.000914,0.028152,12.966878,12.217674,0.000141,6.954529,169.749581,9.543849,211.461752
384,128,1,1,67,5,28847614,0.000907,0.027063,12.879636,12.048068,0.000137,7.195742,167.176927,2.388332,201.716849
384,128,1,2,67,5,28869506,0.000866,0.025655,13.413031,12.767723,0.000143,7.570313,198.173958,6.232191,238.183908
384,128,1,3,67,5,28852262,0.000913,0.022954,12.734647,12.08454,0.000139,7.549754,227.942687,11.380811,271.716474
384,128,1,4,67,5,28837844,0.000918,0.020852,12.652201,12.071898,0.000142,7.009097,226.93472,13.045418,271.73528
384,128,1,5,67,48,75448596,0.000871,0.304786,13.190642,12.428314,92.23683,34.326842,65.254168,25.783262,243.52575
384,128,1,6,67,49,75544378,0.000832,0.315864,13.560742,12.956741,88.218388,32.435761,103.808197,16.148236,267.444794
384,128,1,7,67,5,28905030,0.000884,0.024422,12.67344,12.16805,0.000131,6.885696,219.922967,10.452919,262.128543
384,128,1,8,67,5,28865479,0.00088,0.026113,12.598739,11.948065,0.000133,6.958102,214.757712,15.714243,262.004048
384,128,1,9,67,5,29264750,0.000891,0.024023,13.152329,12.355834,0.000135,7.441064,240.735993,10.719815,284.430113
384,128,1,10,67,5,28872962,0.000704,0.026286,12.795759,12.199469,0.000136,7.546728,207.346286,6.703234,246.618635
384,128,1,11,67,5,28861879,0.000687,0.021252,12.693364,12.063428,0.000141,7.278204,243.90806,7.840514,283.805683
384,128,1,12,67,5,28821401,0.000864,0.027237,12.995379,12.235227,0.000139,10.296499,235.960819,7.609666,279.125864
384,128,1,13,67,5,29020105,0.038934,0.060596,13.874197,13.114913,0.000136,7.576859,244.148307,5.484158,284.298132
384,128,1,14,67,5,28963815,0.000944,0.023719,12.792036,12.131133,0.000139,6.965635,216.815342,12.374613,261.103597
384,128,1,15,67,5,28808225,0.001091,0.026986,13.524943,12.637653,0.000136,7.397336,205.765446,9.2597,248.61332
384,128,1,16,67,5,28928421,0.000945,0.090433,14.743331,13.859854,0.000146,8.185013,237.375388,5.501676,279.75682
384,128,1,17,67,5,29022475,0.001378,0.031455,12.729675,12.204034,0.000127,7.336046,214.031208,11.196292,257.530244
384,128,1,18,67,5,29210497,0.001419,0.023192,13.052001,12.354703,0.000132,7.542618,239.776134,7.610583,280.360813
384,128,1,19,67,5,28882834,0.001374,0.02695,19.456179,18.56141,0.000183,13.639128,174.730452,8.897742,235.313452
384,128,1,20,67,5,28878455,0.001374,0.021445,20.846269,19.356797,0.000161,11.58481,204.410118,10.208432,266.429438
384,128,1,21,67,5,28805620,0.001374,0.029211,12.693412,12.077234,0.000131,6.970952,191.474463,25.554386,248.801191
384,128,1,22,67,48,75336392,0.000871,0.362198,13.591547,12.824654,92.791137,34.425019,85.920154,9.075981,248.991596
384,128,1,23,67,5,28859993,0.000905,0.021136,12.634884,12.106961,0.000134,6.891187,217.861473,10.213316,259.730027
384,128,1,0,68,5,28855492,0.001417,0.088054,12.716414,12.046119,0.000143,6.510053,230.780332,9.130925,271.273516
384,128,1,1,68,5,28928737,0.000131,0.018043,12.732557,12.233118,0.000136,6.843645,218.155911,11.159148,261.142724
384,128,1,2,68,5,28953906,0.000591,0.016524,13.10913,12.66188,0.000135,7.247319,195.097029,28.063649,256.196286
384,128,1,3,68,5,29097849,0.000641,0.017119,13.109032,12.514482,0.000139,7.350626,243.013012,9.278614,285.283695
384,128,1,4,68,5,28830823,0.000939,0.051466,12.793967,12.418501,0.000144,7.206162,196.73921,4.126526,233.336947
384,128,1,5,68,5,29220488,0.000414,0.120496,13.202282,12.565021,0.000145,7.227201,247.791451,6.788022,287.695063
384,128,1,6,68,5,28862368,0.000943,0.016718,13.639732,12.931958,0.00014,6.528041,227.872235,11.923366,272.913165
384,128,1,7,68,5,28871724,0.000158,0.014378,12.982984,12.245912,0.000141,6.626729,218.035382,12.063169,261.968883
384,128,1,8,68,5,28850591,0.00049,0.024412,12.765919,12.167075,0.000137,6.520302,195.108733,31.95991,258.547015
384,128,1,9,68,5,28865621,0.00048,0.014661,13.388441,12.332668,0.000148,7.168333,234.650699,9.828223,277.383685
384,128,1,10,68,5,28900141,0.000615,0.018401,13.599215,12.865451,0.00014,6.987293,249.023561,4.177296,286.672005
384,128,1,11,68,48,75150665,0.000898,0.282014,13.52397,12.869688,93.574096,32.866856,64.32274,35.697454,253.137754
384,128,1,12,68,5,29202175,8.9e-05,0.05606,14.199437,13.11207,0.000145,7.364418,214.091899,10.871165,259.695313
384,128,1,13,68,48,75426022,0.000131,0.370023,13.470458,12.687529,97.615648,33.956547,102.243998,12.931656,273.276026
384,128,1,14,68,48,75412763,0.000903,0.41875,13.146409,12.258452,92.944924,32.693341,122.823433,10.938007,285.224254
384,128,1,15,68,5,29235965,0.000459,0.017658,12.821178,12.182467,0.000142,6.640939,209.030023,12.638566,253.331465
384,128,1,16,68,5,28836113,0.000371,0.015826,13.903866,13.107721,0.000143,7.467125,252.041763,3.138416,289.675262
384,128,1,17,68,6,28861180,0.000508,0.08159,15.058659,13.983445,0.000151,8.149906,221.6483,10.247733,269.170322
384,128,1,18,68,5,28811379,0.000944,0.015639,13.380276,12.273768,0.000147,7.211696,175.745554,20.577039,229.205094
384,128,1,19,68,5,29061995,0.000152,0.013067,12.937719,12.368573,0.000139,7.303522,226.317296,9.734435,268.674934
384,128,1,20,68,5,28990611,0.000125,0.014719,14.033096,13.221371,0.000153,7.903114,218.487643,12.627154,266.287407
384,128,1,21,68,5,28820580,0.000121,0.023006,14.932613,14.067805,0.000154,11.055393,186.238323,31.5796,257.897049
384,128,1,22,68,5,28853569,0.000218,0.02702,13.622226,12.992331,0.000141,6.49839,247.972848,5.833199,286.946407
384,128,1,23,68,5,29230483,0.000236,0.012384,13.889314,12.580082,0.000142,6.897053,247.582899,6.124184,287.086322
384,128,1,0,69,48,75191483,0.017821,0.564629,12.926788,11.884714,90.120313,33.441418,80.801372,12.176818,241.93391
384,128,1,1,69,48,75123138,0.017735,0.588148,12.76352,12.094654,89.959244,32.32226,121.369697,12.727858,281.843149
384,128,1,2,69,5,29082190,0.017707,0.11439,12.985004,12.157443,0.000142,7.260781,251.673292,1.17462,285.383409
384,128,1,3,69,5,29202845,0.017847,0.133638,12.843087,12.093827,0.000138,10.736052,225.188587,9.075162,270.088367
384,128,1,4,69,5,28980865,0.030662,0.151153,13.529983,12.974968,0.000143,7.431585,182.292933,35.270931,251.68239
384,128,1,5,69,5,28913670,0.017839,0.124892,12.739781,12.003872,0.000138,6.782623,199.259454,3.163923,234.092553
384,128,1,6,69,48,75165890,0.017484,0.570942,12.696384,12.026393,89.949761,32.131149,127.200015,6.970784,281.562946
384,128,1,7,69,5,28853028,0.017559,0.130298,12.39784,11.737587,0.000142,6.671418,224.040907,12.447546,267.443356
384,128,1,8,69,5,28858851,0.017553,0.150387,12.494647,11.795457,0.000137,6.651133,240.947884,7.375086,279.432315
384,128,1,9,69,5,29081421,0.017584,0.172628,12.498239,11.849417,0.000144,7.072447,222.079529,17.999598,271.689614
384,128,1,10,69,5,28832343,0.01768,0.129381,12.436066,11.817825,0.000134,7.40117,217.917138,11.357967,261.07739
384,128,1,11,69,48,75144597,0.017704,0.512256,12.763466,12.170934,90.536438,32.631926,49.77315,1.32769,199.733597
384,128,1,12,69,5,28861175,0.017635,0.144946,12.599942,12.020668,0.000139,7.410818,237.354565,13.500807,283.04955
384,128,1,13,69,5,28962952,0.017827,0.155427,12.671214,12.002022,0.00014,7.286477,246.18892,4.611186,282.933239
384,128,1,14,69,5,29052988,0.017731,0.160198,12.908891,12.25342,0.000136,6.78163,209.97542,9.460226,251.557681
384,128,1,15,69,5,28818183,0.017897,0.256969,12.361705,11.787144,0.000144,6.641177,217.279186,11.917084,260.261344
384,128,1,16,69,5,28968178,0.017646,0.123104,13.652045,12.808484,0.000145,7.923854,239.163617,7.747748,281.436677
384,128,1,17,69,5,28904028,0.017789,0.140417,14.886047,13.72216,0.000143,9.84404,222.861219,13.117481,274.589328
384,128,1,18,69,5,28973856,0.017846,0.141095,12.89362,12.255073,0.000135,7.194199,246.276618,7.446956,286.22557
384,128,1,19,69,5,28984094,0.017861,0.119739,12.532056,11.891909,0.000136,7.514451,239.99125,10.201241,282.268676
384,128,1,20,69,5,28844091,0.017844,0.142963,13.57339,12.703054,0.000144,7.767919,194.469662,5.422965,234.097972
384,128,1,21,69,5,28836306,0.017881,0.145644,14.674011,13.725237,0.000142,8.414682,234.841914,10.540268,282.359808
384,128,1,22,69,5,29200822,0.017833,0.13469,12.686023,12.076885,0.000134,6.686672,229.728587,11.473173,272.804026
384,128,1,23,69,5,29092012,0.017844,0.133024,12.530011,11.898031,0.000134,6.704978,252.570934,4.003949,287.858936
384,128,1,0,70,5,28886646,0.012174,0.103983,12.610181,12.211604,0.000143,6.811284,244.979834,6.781478,283.510719
384,128,1,1,70,5,28958140,0.012482,0.202322,12.924951,12.399765,0.00014,7.269181,240.307966,13.251567,286.368409
384,128,1,2,70,5,28849655,0.012454,0.159298,12.904666,12.405069,0.000142,7.624519,214.133914,15.241059,262.481154
384,128,1,3,70,5,29244004,0.012439,0.158065,12.949276,12.586678,0.00014,7.200378,214.406321,12.008336,259.321668
384,128,1,4,70,48,75201438,0.012457,0.585907,12.745948,12.135044,90.855487,32.609681,90.079583,9.407192,248.431335
384,128,1,5,70,5,28944392,0.053091,0.120447,13.285269,12.675474,0.000145,7.578108,230.183494,8.542833,272.438889
384,128,1,6,70,5,29238007,0.012528,0.092404,12.646524,12.301375,0.000139,6.844403,220.332636,12.827607,265.057645
384,128,1,7,70,5,29075428,0.012527,0.14959,12.71192,12.259983,0.000143,6.880896,232.947654,10.286298,275.24904
384,128,1,8,70,5,28854239,0.011676,0.102935,12.572525,12.338764,0.000145,6.838983,229.493056,15.016344,276.374465
384,128,1,9,70,48,75138154,0.01282,0.495265,12.645321,12.225547,90.275348,32.676155,103.159726,14.601485,266.091705
384,128,1,10,70,5,29022891,0.053074,0.110979,12.784442,12.221529,0.000139,7.540664,229.46043,14.11376,276.285047
384,128,1,11,70,5,29075919,0.053062,0.119867,13.166332,12.592144,0.000145,7.647445,223.235899,8.824482,265.63941
