traced_nodes,nl,trial,phase,time,pctTotal,source_run
4,4,4,Build group/location map,0.000101,0.0,run_20260714_043638_save
4,4,4,Distribute groups,0.00063,0.0,run_20260714_043638_save
4,4,4,Read events + write output,33.820312,99.99,run_20260714_043638_save
4,4,4,Other (overhead),0.000804,0.0,run_20260714_043638_save
4,4,4,Total,33.825048,100.0,run_20260714_043638_save
4,4,5,Read global definitions,0.004078,0.01,run_20260714_043638_save
4,4,5,Build group/location map,8.4e-05,0.0,run_20260714_043638_save
4,4,5,Distribute groups,0.00056,0.0,run_20260714_043638_save
4,4,5,Read events + write output,34.090799,99.99,run_20260714_043638_save
4,4,5,Other (overhead),0.000733,0.0,run_20260714_043638_save
4,4,5,Total,34.095694,100.0,run_20260714_043638_save
4,8,1,Read global definitions,0.0037,0.01,run_20260714_043638_save
4,8,1,Build group/location map,8.5e-05,0.0,run_20260714_043638_save
4,8,1,Distribute groups,0.000679,0.0,run_20260714_043638_save
4,8,1,Read events + write output,28.618626,99.98,run_20260714_043638_save
4,8,1,Other (overhead),0.000866,0.0,run_20260714_043638_save
4,8,1,Total,28.623277,100.0,run_20260714_043638_save
4,8,2,Read global definitions,0.003786,0.01,run_20260714_043638_save
4,8,2,Build group/location map,8.4e-05,0.0,run_20260714_043638_save
4,8,2,Distribute groups,0.000639,0.0,run_20260714_043638_save
4,8,2,Read events + write output,28.878051,99.98,run_20260714_043638_save
4,8,2,Other (overhead),0.000807,0.0,run_20260714_043638_save
4,8,2,Total,28.882728,100.0,run_20260714_043638_save
4,8,3,Read global definitions,0.003671,0.01,run_20260714_043638_save
4,8,3,Build group/location map,9.7e-05,0.0,run_20260714_043638_save
4,8,3,Distribute groups,0.001342,0.0,run_20260714_043638_save
4,8,3,Read events + write output,29.465681,99.98,run_20260714_043638_save
4,8,3,Other (overhead),0.001547,0.01,run_20260714_043638_save
4,8,3,Total,29.470996,100.0,run_20260714_043638_save
4,8,4,Read global definitions,0.003768,0.01,run_20260714_043638_save
4,8,4,Build group/location map,9e-05,0.0,run_20260714_043638_save
4,8,4,Distribute groups,0.000644,0.0,run_20260714_043638_save
4,8,4,Read events + write output,27.587304,99.98,run_20260714_043638_save
4,8,4,Other (overhead),0.000846,0.0,run_20260714_043638_save
4,8,4,Total,27.592008,100.0,run_20260714_043638_save
4,8,5,Read global definitions,0.003848,0.01,run_20260714_043638_save
4,8,5,Build group/location map,8.3e-05,0.0,run_20260714_043638_save
4,8,5,Distribute groups,0.000658,0.0,run_20260714_043638_save
4,8,5,Read events + write output,28.357921,99.98,run_20260714_043638_save
4,8,5,Other (overhead),0.00083,0.0,run_20260714_043638_save
4,8,5,Total,28.362682,100.0,run_20260714_043638_save
8,13,1,Read global definitions,0.00977,0.02,run_20260714_043638_save
8,13,1,Build group/location map,0.000181,0.0,run_20260714_043638_save
8,13,1,Distribute groups,0.028148,0.07,run_20260714_043638_save
8,13,1,Read events + write output,41.983835,99.91,run_20260714_043638_save
8,13,1,Other (overhead),0.028345,0.07,run_20260714_043638_save
8,13,1,Total,42.022131,100.0,run_20260714_043638_save
8,13,2,Read global definitions,0.004054,0.01,run_20260714_043638_save
8,13,2,Build group/location map,0.000171,0.0,run_20260714_043638_save
8,13,2,Distribute groups,0.001428,0.0,run_20260714_043638_save
8,13,2,Read events + write output,40.137617,99.99,run_20260714_043638_save
8,13,2,Other (overhead),0.001602,0.0,run_20260714_043638_save
8,13,2,Total,40.143444,100.0,run_20260714_043638_save
8,13,3,Read global definitions,0.004093,0.01,run_20260714_043638_save
8,13,3,Build group/location map,0.000176,0.0,run_20260714_043638_save
8,13,3,Distribute groups,0.001406,0.0,run_20260714_043638_save
8,13,3,Read events + write output,42.361424,99.99,run_20260714_043638_save
8,13,3,Other (overhead),0.001584,0.0,run_20260714_043638_save
8,13,3,Total,42.367277,100.0,run_20260714_043638_save
8,13,4,Read global definitions,0.003848,0.01,run_20260714_043638_save
8,13,4,Build group/location map,0.000173,0.0,run_20260714_043638_save
8,13,4,Distribute groups,0.001582,0.0,run_20260714_043638_save
8,13,4,Read events + write output,42.872299,99.99,run_20260714_043638_save
8,13,4,Other (overhead),0.001784,0.0,run_20260714_043638_save
8,13,4,Total,42.878104,100.0,run_20260714_043638_save
8,13,5,Read global definitions,0.00579,0.01,run_20260714_043638_save
8,13,5,Build group/location map,0.000182,0.0,run_20260714_043638_save
8,13,5,Distribute groups,0.00155,0.0,run_20260714_043638_save
8,13,5,Read events + write output,41.348457,99.98,run_20260714_043638_save
8,13,5,Other (overhead),0.00174,0.0,run_20260714_043638_save
8,13,5,Total,41.356169,100.0,run_20260714_043638_save
8,16,1,Read global definitions,0.003846,0.01,run_20260714_043638_save
8,16,1,Build group/location map,0.000177,0.0,run_20260714_043638_save
8,16,1,Distribute groups,0.001431,0.0,run_20260714_043638_save
8,16,1,Read events + write output,40.676304,99.99,run_20260714_043638_save
8,16,1,Other (overhead),0.001605,0.0,run_20260714_043638_save
8,16,1,Total,40.681932,100.0,run_20260714_043638_save
8,16,2,Read global definitions,0.004018,0.01,run_20260714_043638_save
8,16,2,Build group/location map,0.000173,0.0,run_20260714_043638_save
8,16,2,Distribute groups,0.001265,0.0,run_20260714_043638_save
8,16,2,Read events + write output,39.427406,99.99,run_20260714_043638_save
8,16,2,Other (overhead),0.00144,0.0,run_20260714_043638_save
8,16,2,Total,39.433037,100.0,run_20260714_043638_save
8,16,3,Read global definitions,0.004123,0.01,run_20260714_043638_save
8,16,3,Build group/location map,0.00017,0.0,run_20260714_043638_save
8,16,3,Distribute groups,0.000981,0.0,run_20260714_043638_save
8,16,3,Read events + write output,41.584569,99.99,run_20260714_043638_save
8,16,3,Other (overhead),0.001196,0.0,run_20260714_043638_save
8,16,3,Total,41.590058,100.0,run_20260714_043638_save
8,16,4,Read global definitions,0.003837,0.01,run_20260714_043638_save
8,16,4,Build group/location map,0.000173,0.0,run_20260714_043638_save
8,16,4,Distribute groups,0.00141,0.0,run_20260714_043638_save
8,16,4,Read events + write output,40.72781,99.99,run_20260714_043638_save
8,16,4,Other (overhead),0.00159,0.0,run_20260714_043638_save
8,16,4,Total,40.73341,100.0,run_20260714_043638_save
8,16,5,Read global definitions,0.004176,0.01,run_20260714_043638_save
8,16,5,Build group/location map,0.000186,0.0,run_20260714_043638_save
8,16,5,Distribute groups,0.001541,0.0,run_20260714_043638_save
8,16,5,Read events + write output,40.629375,99.99,run_20260714_043638_save
8,16,5,Other (overhead),0.001722,0.0,run_20260714_043638_save
8,16,5,Total,40.635459,100.0,run_20260714_043638_save
8,1,1,Read global definitions,0.027661,0.03,run_20260714_043638_save
8,1,1,Build group/location map,0.000173,0.0,run_20260714_043638_save
8,1,1,Distribute groups,0.000132,0.0,run_20260714_043638_save
8,1,1,Read events + write output,82.196681,99.97,run_20260714_043638_save
8,1,1,Other (overhead),0.000319,0.0,run_20260714_043638_save
8,1,1,Total,82.224834,100.0,run_20260714_043638_save
8,1,2,Read global definitions,0.003869,0.0,run_20260714_043638_save
8,1,2,Build group/location map,0.000199,0.0,run_20260714_043638_save
8,1,2,Distribute groups,0.000126,0.0,run_20260714_043638_save
8,1,2,Read events + write output,84.544299,99.99,run_20260714_043638_save
8,1,2,Other (overhead),0.000287,0.0,run_20260714_043638_save
8,1,2,Total,84.548654,100.0,run_20260714_043638_save
8,1,3,Read global definitions,0.003808,0.0,run_20260714_043638_save
8,1,3,Build group/location map,0.000172,0.0,run_20260714_043638_save
8,1,3,Distribute groups,9.1e-05,0.0,run_20260714_043638_save
8,1,3,Read events + write output,86.595923,100.0,run_20260714_043638_save
8,1,3,Other (overhead),0.000252,0.0,run_20260714_043638_save
8,1,3,Total,86.600155,100.0,run_20260714_043638_save
8,1,4,Read global definitions,0.004114,0.0,run_20260714_043638_save
8,1,4,Build group/location map,0.000172,0.0,run_20260714_043638_save
8,1,4,Distribute groups,9e-05,0.0,run_20260714_043638_save
8,1,4,Read events + write output,82.87419,99.99,run_20260714_043638_save
8,1,4,Other (overhead),0.000265,0.0,run_20260714_043638_save
8,1,4,Total,82.878741,100.0,run_20260714_043638_save
8,1,5,Read global definitions,0.004196,0.01,run_20260714_043638_save
8,1,5,Build group/location map,0.000189,0.0,run_20260714_043638_save
8,1,5,Distribute groups,0.000131,0.0,run_20260714_043638_save
8,1,5,Read events + write output,83.514586,99.99,run_20260714_043638_save
8,1,5,Other (overhead),0.00028,0.0,run_20260714_043638_save
8,1,5,Total,83.519251,100.0,run_20260714_043638_save
8,23,1,Read global definitions,0.003967,0.01,run_20260714_043638_save
8,23,1,Build group/location map,0.000205,0.0,run_20260714_043638_save
8,23,1,Distribute groups,0.002114,0.01,run_20260714_043638_save
8,23,1,Read events + write output,40.715346,99.98,run_20260714_043638_save
8,23,1,Other (overhead),0.002298,0.01,run_20260714_043638_save
8,23,1,Total,40.721816,100.0,run_20260714_043638_save
8,23,2,Read global definitions,0.004108,0.01,run_20260714_043638_save
8,23,2,Build group/location map,0.000181,0.0,run_20260714_043638_save
8,23,2,Distribute groups,0.00166,0.0,run_20260714_043638_save
8,23,2,Read events + write output,39.758627,99.98,run_20260714_043638_save
8,23,2,Other (overhead),0.001853,0.0,run_20260714_043638_save
8,23,2,Total,39.764769,100.0,run_20260714_043638_save
8,23,3,Read global definitions,0.00366,0.01,run_20260714_043638_save
8,23,3,Build group/location map,0.000177,0.0,run_20260714_043638_save
8,23,3,Distribute groups,0.001487,0.0,run_20260714_043638_save
8,23,3,Read events + write output,38.888173,99.99,run_20260714_043638_save
8,23,3,Other (overhead),0.001653,0.0,run_20260714_043638_save
8,23,3,Total,38.893663,100.0,run_20260714_043638_save
8,23,4,Read global definitions,0.004166,0.01,run_20260714_043638_save
8,23,4,Build group/location map,0.000175,0.0,run_20260714_043638_save
8,23,4,Distribute groups,0.001666,0.0,run_20260714_043638_save
8,23,4,Read events + write output,39.772172,99.98,run_20260714_043638_save
8,23,4,Other (overhead),0.001853,0.0,run_20260714_043638_save
8,23,4,Total,39.778366,100.0,run_20260714_043638_save
8,23,5,Read global definitions,0.004378,0.01,run_20260714_043638_save
8,23,5,Build group/location map,0.000183,0.0,run_20260714_043638_save
8,23,5,Distribute groups,0.001004,0.0,run_20260714_043638_save
8,23,5,Read events + write output,39.237811,99.99,run_20260714_043638_save
8,23,5,Other (overhead),0.001175,0.0,run_20260714_043638_save
8,23,5,Total,39.243547,100.0,run_20260714_043638_save
8,2,1,Read global definitions,0.009815,0.01,run_20260714_043638_save
8,2,1,Build group/location map,0.000184,0.0,run_20260714_043638_save
8,2,1,Distribute groups,0.000697,0.0,run_20260714_043638_save
8,2,1,Read events + write output,66.374682,99.98,run_20260714_043638_save
8,2,1,Other (overhead),0.000908,0.0,run_20260714_043638_save
8,2,1,Total,66.385589,100.0,run_20260714_043638_save
8,2,2,Read global definitions,0.004189,0.01,run_20260714_043638_save
8,2,2,Build group/location map,0.000173,0.0,run_20260714_043638_save
8,2,2,Distribute groups,0.000519,0.0,run_20260714_043638_save
8,2,2,Read events + write output,67.254065,99.99,run_20260714_043638_save
8,2,2,Other (overhead),0.000687,0.0,run_20260714_043638_save
8,2,2,Total,67.259114,100.0,run_20260714_043638_save
8,2,3,Read global definitions,0.003958,0.01,run_20260714_043638_save
8,2,3,Build group/location map,0.000174,0.0,run_20260714_043638_save
8,2,3,Distribute groups,0.000526,0.0,run_20260714_043638_save
8,2,3,Read events + write output,65.540342,99.99,run_20260714_043638_save
8,2,3,Other (overhead),0.000697,0.0,run_20260714_043638_save
8,2,3,Total,65.545171,100.0,run_20260714_043638_save
8,2,4,Read global definitions,0.003919,0.01,run_20260714_043638_save
8,2,4,Build group/location map,0.000176,0.0,run_20260714_043638_save
8,2,4,Distribute groups,0.000493,0.0,run_20260714_043638_save
8,2,4,Read events + write output,75.40971,99.99,run_20260714_043638_save
8,2,4,Other (overhead),0.000668,0.0,run_20260714_043638_save
8,2,4,Total,75.414473,100.0,run_20260714_043638_save
8,2,5,Read global definitions,0.004194,0.01,run_20260714_043638_save
8,2,5,Build group/location map,0.000171,0.0,run_20260714_043638_save
8,2,5,Distribute groups,0.000531,0.0,run_20260714_043638_save
8,2,5,Read events + write output,74.289306,99.99,run_20260714_043638_save
8,2,5,Other (overhead),0.000712,0.0,run_20260714_043638_save
8,2,5,Total,74.294383,100.0,run_20260714_043638_save
8,32,1,Read global definitions,0.005724,0.01,run_20260714_043638_save
8,32,1,Build group/location map,0.000295,0.0,run_20260714_043638_save
8,32,1,Distribute groups,0.001998,0.01,run_20260714_043638_save
8,32,1,Read events + write output,38.561432,99.98,run_20260714_043638_save
8,32,1,Other (overhead),0.002186,0.01,run_20260714_043638_save
8,32,1,Total,38.569637,100.0,run_20260714_043638_save
8,32,2,Read global definitions,0.003644,0.01,run_20260714_043638_save
8,32,2,Build group/location map,0.00017,0.0,run_20260714_043638_save
8,32,2,Distribute groups,0.001104,0.0,run_20260714_043638_save
8,32,2,Read events + write output,38.020976,99.99,run_20260714_043638_save
8,32,2,Other (overhead),0.001296,0.0,run_20260714_043638_save
8,32,2,Total,38.026086,100.0,run_20260714_043638_save
8,32,3,Read global definitions,0.003916,0.01,run_20260714_043638_save
8,32,3,Build group/location map,0.000173,0.0,run_20260714_043638_save
8,32,3,Distribute groups,0.001235,0.0,run_20260714_043638_save
8,32,3,Read events + write output,37.990442,99.99,run_20260714_043638_save
8,32,3,Other (overhead),0.001406,0.0,run_20260714_043638_save
8,32,3,Total,37.995937,100.0,run_20260714_043638_save
8,32,4,Read global definitions,0.003704,0.01,run_20260714_043638_save
8,32,4,Build group/location map,0.000198,0.0,run_20260714_043638_save
8,32,4,Distribute groups,0.010162,0.03,run_20260714_043638_save
8,32,4,Read events + write output,39.006623,99.96,run_20260714_043638_save
8,32,4,Other (overhead),0.010338,0.03,run_20260714_043638_save
8,32,4,Total,39.020863,100.0,run_20260714_043638_save
8,32,5,Read global definitions,0.004068,0.01,run_20260714_043638_save
8,32,5,Build group/location map,0.000178,0.0,run_20260714_043638_save
8,32,5,Distribute groups,0.001666,0.0,run_20260714_043638_save
8,32,5,Read events + write output,39.166935,99.98,run_20260714_043638_save
8,32,5,Other (overhead),0.001849,0.0,run_20260714_043638_save
8,32,5,Total,39.17303,100.0,run_20260714_043638_save
8,4,1,Read global definitions,0.003851,0.01,run_20260714_043638_save
8,4,1,Build group/location map,0.000175,0.0,run_20260714_043638_save
8,4,1,Distribute groups,0.000564,0.0,run_20260714_043638_save
8,4,1,Read events + write output,47.425699,99.99,run_20260714_043638_save
8,4,1,Other (overhead),0.000736,0.0,run_20260714_043638_save
8,4,1,Total,47.430461,100.0,run_20260714_043638_save
8,4,2,Read global definitions,0.004105,0.01,run_20260714_043638_save
8,4,2,Build group/location map,0.000174,0.0,run_20260714_043638_save
8,4,2,Distribute groups,0.000593,0.0,run_20260714_043638_save
8,4,2,Read events + write output,49.381833,99.99,run_20260714_043638_save
8,4,2,Other (overhead),0.000772,0.0,run_20260714_043638_save
8,4,2,Total,49.386884,100.0,run_20260714_043638_save
8,4,3,Read global definitions,0.004707,0.01,run_20260714_043638_save
8,4,3,Build group/location map,0.000296,0.0,run_20260714_043638_save
8,4,3,Distribute groups,0.001202,0.0,run_20260714_043638_save
8,4,3,Read events + write output,53.732198,99.99,run_20260714_043638_save
8,4,3,Other (overhead),0.001414,0.0,run_20260714_043638_save
8,4,3,Total,53.738615,100.0,run_20260714_043638_save
8,4,4,Read global definitions,0.004205,0.01,run_20260714_043638_save
8,4,4,Build group/location map,0.000182,0.0,run_20260714_043638_save
8,4,4,Distribute groups,0.001054,0.0,run_20260714_043638_save
8,4,4,Read events + write output,49.360106,99.99,run_20260714_043638_save
8,4,4,Other (overhead),0.001239,0.0,run_20260714_043638_save
8,4,4,Total,49.365732,100.0,run_20260714_043638_save
8,4,5,Read global definitions,0.003848,0.01,run_20260714_043638_save
8,4,5,Build group/location map,0.000172,0.0,run_20260714_043638_save
8,4,5,Distribute groups,0.000572,0.0,run_20260714_043638_save
8,4,5,Read events + write output,55.239614,99.99,run_20260714_043638_save
8,4,5,Other (overhead),0.000756,0.0,run_20260714_043638_save
8,4,5,Total,55.24439,100.0,run_20260714_043638_save
8,7,1,Read global definitions,0.009478,0.02,run_20260714_043638_save
8,7,1,Build group/location map,0.000181,0.0,run_20260714_043638_save
8,7,1,Distribute groups,0.00142,0.0,run_20260714_043638_save
8,7,1,Read events + write output,50.049107,99.98,run_20260714_043638_save
8,7,1,Other (overhead),0.001631,0.0,run_20260714_043638_save
8,7,1,Total,50.060397,100.0,run_20260714_043638_save
8,7,2,Read global definitions,0.003916,0.01,run_20260714_043638_save
8,7,2,Build group/location map,0.000181,0.0,run_20260714_043638_save
8,7,2,Distribute groups,0.001643,0.0,run_20260714_043638_save
8,7,2,Read events + write output,48.910158,99.99,run_20260714_043638_save
8,7,2,Other (overhead),0.001819,0.0,run_20260714_043638_save
8,7,2,Total,48.916074,100.0,run_20260714_043638_save
8,7,3,Read global definitions,0.003757,0.01,run_20260714_043638_save
8,7,3,Build group/location map,0.000179,0.0,run_20260714_043638_save
8,7,3,Distribute groups,0.000641,0.0,run_20260714_043638_save
8,7,3,Read events + write output,48.826599,99.99,run_20260714_043638_save
8,7,3,Other (overhead),0.000822,0.0,run_20260714_043638_save
8,7,3,Total,48.831357,100.0,run_20260714_043638_save
8,7,4,Read global definitions,0.003636,0.01,run_20260714_043638_save
8,7,4,Build group/location map,0.000174,0.0,run_20260714_043638_save
8,7,4,Distribute groups,0.000623,0.0,run_20260714_043638_save
8,7,4,Read events + write output,47.963836,99.99,run_20260714_043638_save
8,7,4,Other (overhead),0.000796,0.0,run_20260714_043638_save
8,7,4,Total,47.968442,100.0,run_20260714_043638_save
8,7,5,Read global definitions,0.004179,0.01,run_20260714_043638_save
8,7,5,Build group/location map,0.000186,0.0,run_20260714_043638_save
8,7,5,Distribute groups,0.001131,0.0,run_20260714_043638_save
8,7,5,Read events + write output,49.291893,99.99,run_20260714_043638_save
8,7,5,Other (overhead),0.001302,0.0,run_20260714_043638_save
8,7,5,Total,49.29756,100.0,run_20260714_043638_save
8,8,1,Read global definitions,0.004151,0.01,run_20260714_043638_save
8,8,1,Build group/location map,0.000171,0.0,run_20260714_043638_save
8,8,1,Distribute groups,0.001275,0.0,run_20260714_043638_save
8,8,1,Read events + write output,47.584341,99.99,run_20260714_043638_save
8,8,1,Other (overhead),0.001456,0.0,run_20260714_043638_save
8,8,1,Total,47.590119,100.0,run_20260714_043638_save
8,8,2,Read global definitions,0.003738,0.01,run_20260714_043638_save
8,8,2,Build group/location map,0.000172,0.0,run_20260714_043638_save
8,8,2,Distribute groups,0.001306,0.0,run_20260714_043638_save
8,8,2,Read events + write output,47.165888,99.99,run_20260714_043638_save
8,8,2,Other (overhead),0.001492,0.0,run_20260714_043638_save
8,8,2,Total,47.17129,100.0,run_20260714_043638_save
8,8,3,Read global definitions,0.003982,0.01,run_20260714_043638_save
8,8,3,Build group/location map,0.000199,0.0,run_20260714_043638_save
8,8,3,Distribute groups,0.001255,0.0,run_20260714_043638_save
8,8,3,Read events + write output,49.49025,99.99,run_20260714_043638_save
8,8,3,Other (overhead),0.001426,0.0,run_20260714_043638_save
8,8,3,Total,49.495857,100.0,run_20260714_043638_save
8,8,4,Read global definitions,0.003836,0.01,run_20260714_043638_save
8,8,4,Build group/location map,0.000171,0.0,run_20260714_043638_save
8,8,4,Distribute groups,0.000682,0.0,run_20260714_043638_save
8,8,4,Read events + write output,48.215087,99.99,run_20260714_043638_save
8,8,4,Other (overhead),0.000846,0.0,run_20260714_043638_save
8,8,4,Total,48.21994,100.0,run_20260714_043638_save
8,8,5,Read global definitions,0.00388,0.01,run_20260714_043638_save
8,8,5,Build group/location map,0.000182,0.0,run_20260714_043638_save
8,8,5,Distribute groups,0.001226,0.0,run_20260714_043638_save
8,8,5,Read events + write output,47.538636,99.99,run_20260714_043638_save
8,8,5,Other (overhead),0.001402,0.0,run_20260714_043638_save
8,8,5,Total,47.5441,100.0,run_20260714_043638_save
