traced_nodes,nl,trial,phase,time,pctTotal,source_run
32,4,2,Other (overhead),0.001296,0.0,run_20260717_203803_save
32,4,2,Total,173.654588,100.0,run_20260717_203803_save
32,4,3,Read global definitions,0.004513,0.0,run_20260717_203803_save
32,4,3,Build group/location map,0.000675,0.0,run_20260717_203803_save
32,4,3,Distribute groups,0.00121,0.0,run_20260717_203803_save
32,4,3,Read events + write output,172.955714,100.0,run_20260717_203803_save
32,4,3,Other (overhead),0.00139,0.0,run_20260717_203803_save
32,4,3,Total,172.962292,100.0,run_20260717_203803_save
32,4,4,Read global definitions,0.023756,0.01,run_20260717_203803_save
32,4,4,Build group/location map,0.000683,0.0,run_20260717_203803_save
32,4,4,Distribute groups,0.001558,0.0,run_20260717_203803_save
32,4,4,Read events + write output,173.099827,99.98,run_20260717_203803_save
32,4,4,Other (overhead),0.002123,0.0,run_20260717_203803_save
32,4,4,Total,173.126389,100.0,run_20260717_203803_save
32,4,5,Read global definitions,0.002564,0.0,run_20260717_203803_save
32,4,5,Build group/location map,0.000696,0.0,run_20260717_203803_save
32,4,5,Distribute groups,0.00068,0.0,run_20260717_203803_save
32,4,5,Read events + write output,174.952932,100.0,run_20260717_203803_save
32,4,5,Other (overhead),0.000875,0.0,run_20260717_203803_save
32,4,5,Total,174.957067,100.0,run_20260717_203803_save
32,64,1,Read global definitions,0.004739,0.01,run_20260717_203803_save
32,64,1,Build group/location map,0.000717,0.0,run_20260717_203803_save
32,64,1,Distribute groups,0.002852,0.0,run_20260717_203803_save
32,64,1,Read events + write output,64.28618,99.99,run_20260717_203803_save
32,64,1,Other (overhead),0.003018,0.0,run_20260717_203803_save
32,64,1,Total,64.294654,100.0,run_20260717_203803_save
32,64,2,Read global definitions,0.002772,0.0,run_20260717_203803_save
32,64,2,Build group/location map,0.000679,0.0,run_20260717_203803_save
32,64,2,Distribute groups,0.002764,0.0,run_20260717_203803_save
32,64,2,Read events + write output,65.453602,99.99,run_20260717_203803_save
32,64,2,Other (overhead),0.002964,0.0,run_20260717_203803_save
32,64,2,Total,65.460017,100.0,run_20260717_203803_save
32,64,3,Read global definitions,0.002722,0.0,run_20260717_203803_save
32,64,3,Build group/location map,0.000684,0.0,run_20260717_203803_save
32,64,3,Distribute groups,0.013907,0.02,run_20260717_203803_save
32,64,3,Read events + write output,63.126225,99.97,run_20260717_203803_save
32,64,3,Other (overhead),0.014092,0.02,run_20260717_203803_save
32,64,3,Total,63.143723,100.0,run_20260717_203803_save
32,64,4,Read global definitions,0.01982,0.03,run_20260717_203803_save
32,64,4,Build group/location map,0.000681,0.0,run_20260717_203803_save
32,64,4,Distribute groups,0.045716,0.07,run_20260717_203803_save
32,64,4,Read events + write output,64.911261,99.9,run_20260717_203803_save
32,64,4,Other (overhead),0.045922,0.07,run_20260717_203803_save
32,64,4,Total,64.977684,100.0,run_20260717_203803_save
32,64,5,Read global definitions,0.004626,0.01,run_20260717_203803_save
32,64,5,Build group/location map,0.000697,0.0,run_20260717_203803_save
32,64,5,Distribute groups,0.004708,0.01,run_20260717_203803_save
32,64,5,Read events + write output,63.487572,99.98,run_20260717_203803_save
32,64,5,Other (overhead),0.00488,0.01,run_20260717_203803_save
32,64,5,Total,63.497775,100.0,run_20260717_203803_save
32,8,1,Read global definitions,0.013017,0.01,run_20260717_203803_save
32,8,1,Build group/location map,0.000721,0.0,run_20260717_203803_save
32,8,1,Distribute groups,0.001574,0.0,run_20260717_203803_save
32,8,1,Read events + write output,102.834091,99.98,run_20260717_203803_save
32,8,1,Other (overhead),0.00179,0.0,run_20260717_203803_save
32,8,1,Total,102.849619,100.0,run_20260717_203803_save
32,8,2,Read global definitions,0.004683,0.0,run_20260717_203803_save
32,8,2,Build group/location map,0.000786,0.0,run_20260717_203803_save
32,8,2,Distribute groups,0.001566,0.0,run_20260717_203803_save
32,8,2,Read events + write output,105.738004,99.99,run_20260717_203803_save
32,8,2,Other (overhead),0.001752,0.0,run_20260717_203803_save
32,8,2,Total,105.745225,100.0,run_20260717_203803_save
32,8,3,Read global definitions,0.002641,0.0,run_20260717_203803_save
32,8,3,Build group/location map,0.000776,0.0,run_20260717_203803_save
32,8,3,Distribute groups,0.001453,0.0,run_20260717_203803_save
32,8,3,Read events + write output,117.020379,100.0,run_20260717_203803_save
32,8,3,Other (overhead),0.001642,0.0,run_20260717_203803_save
32,8,3,Total,117.025438,100.0,run_20260717_203803_save
32,8,4,Read global definitions,0.023808,0.02,run_20260717_203803_save
32,8,4,Build group/location map,0.000685,0.0,run_20260717_203803_save
32,8,4,Distribute groups,0.001453,0.0,run_20260717_203803_save
32,8,4,Read events + write output,106.908093,99.98,run_20260717_203803_save
32,8,4,Other (overhead),0.001968,0.0,run_20260717_203803_save
32,8,4,Total,106.934554,100.0,run_20260717_203803_save
32,8,5,Read global definitions,0.004896,0.0,run_20260717_203803_save
32,8,5,Build group/location map,0.000782,0.0,run_20260717_203803_save
32,8,5,Distribute groups,0.001587,0.0,run_20260717_203803_save
32,8,5,Read events + write output,112.196218,99.99,run_20260717_203803_save
32,8,5,Other (overhead),0.001788,0.0,run_20260717_203803_save
32,8,5,Total,112.203684,100.0,run_20260717_203803_save
384,128,1,Read global definitions,0.098538,0.02,run_20260717_203803_save
384,128,1,Build group/location map,0.014325,0.0,run_20260717_203803_save
384,128,1,Distribute groups,0.007357,0.0,run_20260717_203803_save
384,128,1,Read events + write output,490.941496,99.98,run_20260717_203803_save
384,128,1,Other (overhead),0.007628,0.0,run_20260717_203803_save
384,128,1,Total,491.061987,100.0,run_20260717_203803_save
384,128,2,Read global definitions,0.12339,0.03,run_20260717_203803_save
384,128,2,Build group/location map,0.018376,0.0,run_20260717_203803_save
384,128,2,Distribute groups,0.013392,0.0,run_20260717_203803_save
384,128,2,Read events + write output,473.435352,99.97,run_20260717_203803_save
384,128,2,Other (overhead),0.013682,0.0,run_20260717_203803_save
384,128,2,Total,473.5908,100.0,run_20260717_203803_save
384,128,3,Read global definitions,0.104989,0.02,run_20260717_203803_save
384,128,3,Build group/location map,0.013296,0.0,run_20260717_203803_save
384,128,3,Distribute groups,0.018246,0.0,run_20260717_203803_save
384,128,3,Read events + write output,496.230832,99.97,run_20260717_203803_save
384,128,3,Other (overhead),0.018573,0.0,run_20260717_203803_save
384,128,3,Total,496.36769,100.0,run_20260717_203803_save
384,128,4,Read global definitions,0.102321,0.02,run_20260717_203803_save
384,128,4,Build group/location map,0.013358,0.0,run_20260717_203803_save
384,128,4,Distribute groups,0.014065,0.0,run_20260717_203803_save
384,128,4,Read events + write output,497.883999,99.97,run_20260717_203803_save
384,128,4,Other (overhead),0.014351,0.0,run_20260717_203803_save
384,128,4,Total,498.014029,100.0,run_20260717_203803_save
384,128,5,Read global definitions,0.106886,0.02,run_20260717_203803_save
384,128,5,Build group/location map,0.013415,0.0,run_20260717_203803_save
384,128,5,Distribute groups,0.022262,0.0,run_20260717_203803_save
384,128,5,Read events + write output,504.849731,99.97,run_20260717_203803_save
384,128,5,Other (overhead),0.022536,0.0,run_20260717_203803_save
384,128,5,Total,504.992568,100.0,run_20260717_203803_save
384,256,1,Read global definitions,0.082847,0.02,run_20260717_203803_save
384,256,1,Build group/location map,0.013459,0.0,run_20260717_203803_save
384,256,1,Distribute groups,0.010901,0.0,run_20260717_203803_save
384,256,1,Read events + write output,488.596367,99.98,run_20260717_203803_save
384,256,1,Other (overhead),0.011203,0.0,run_20260717_203803_save
384,256,1,Total,488.703876,100.0,run_20260717_203803_save
384,256,2,Read global definitions,0.082157,0.02,run_20260717_203803_save
384,256,2,Build group/location map,0.014252,0.0,run_20260717_203803_save
384,256,2,Distribute groups,0.015127,0.0,run_20260717_203803_save
384,256,2,Read events + write output,434.711098,99.97,run_20260717_203803_save
384,256,2,Other (overhead),0.015414,0.0,run_20260717_203803_save
384,256,2,Total,434.822921,100.0,run_20260717_203803_save
384,256,3,Read global definitions,0.098295,0.02,run_20260717_203803_save
384,256,3,Build group/location map,0.013255,0.0,run_20260717_203803_save
384,256,3,Distribute groups,0.026885,0.01,run_20260717_203803_save
384,256,3,Read events + write output,425.362509,99.97,run_20260717_203803_save
384,256,3,Other (overhead),0.027158,0.01,run_20260717_203803_save
384,256,3,Total,425.501217,100.0,run_20260717_203803_save
384,256,4,Read global definitions,0.082646,0.02,run_20260717_203803_save
384,256,4,Build group/location map,0.014093,0.0,run_20260717_203803_save
384,256,4,Distribute groups,0.02974,0.01,run_20260717_203803_save
384,256,4,Read events + write output,478.9708,99.97,run_20260717_203803_save
384,256,4,Other (overhead),0.030024,0.01,run_20260717_203803_save
384,256,4,Total,479.097563,100.0,run_20260717_203803_save
384,256,5,Read global definitions,0.101278,0.02,run_20260717_203803_save
384,256,5,Build group/location map,0.014054,0.0,run_20260717_203803_save
384,256,5,Distribute groups,0.136614,0.03,run_20260717_203803_save
384,256,5,Read events + write output,463.387233,99.95,run_20260717_203803_save
384,256,5,Other (overhead),0.136904,0.03,run_20260717_203803_save
384,256,5,Total,463.639469,100.0,run_20260717_203803_save
384,64,1,Read global definitions,0.099625,0.02,run_20260717_203803_save
384,64,1,Build group/location map,0.013686,0.0,run_20260717_203803_save
384,64,1,Distribute groups,0.005943,0.0,run_20260717_203803_save
384,64,1,Read events + write output,648.876675,99.98,run_20260717_203803_save
384,64,1,Other (overhead),0.006222,0.0,run_20260717_203803_save
384,64,1,Total,648.996208,100.0,run_20260717_203803_save
384,64,2,Read global definitions,0.0986,0.01,run_20260717_203803_save
384,64,2,Build group/location map,0.013346,0.0,run_20260717_203803_save
384,64,2,Distribute groups,0.011844,0.0,run_20260717_203803_save
384,64,2,Read events + write output,689.349179,99.98,run_20260717_203803_save
384,64,2,Other (overhead),0.012114,0.0,run_20260717_203803_save
384,64,2,Total,689.473239,100.0,run_20260717_203803_save
384,64,3,Read global definitions,0.096564,0.01,run_20260717_203803_save
384,64,3,Build group/location map,0.01345,0.0,run_20260717_203803_save
384,64,3,Distribute groups,0.017237,0.0,run_20260717_203803_save
384,64,3,Read events + write output,672.372056,99.98,run_20260717_203803_save
384,64,3,Other (overhead),0.01752,0.0,run_20260717_203803_save
384,64,3,Total,672.49959,100.0,run_20260717_203803_save
384,64,4,Read global definitions,0.152484,0.02,run_20260717_203803_save
384,64,4,Build group/location map,0.012257,0.0,run_20260717_203803_save
384,64,4,Distribute groups,0.020218,0.0,run_20260717_203803_save
384,64,4,Read events + write output,679.946997,99.97,run_20260717_203803_save
384,64,4,Other (overhead),0.020869,0.0,run_20260717_203803_save
384,64,4,Total,680.132607,100.0,run_20260717_203803_save
384,64,5,Read global definitions,0.103285,0.02,run_20260717_203803_save
384,64,5,Build group/location map,0.014481,0.0,run_20260717_203803_save
384,64,5,Distribute groups,0.021729,0.0,run_20260717_203803_save
384,64,5,Read events + write output,654.419254,99.98,run_20260717_203803_save
384,64,5,Other (overhead),0.022008,0.0,run_20260717_203803_save
384,64,5,Total,654.559028,100.0,run_20260717_203803_save
2,1,1,Read global definitions,0.003551,0.03,run_20260714_043638_save
2,1,1,Build group/location map,5.2e-05,0.0,run_20260714_043638_save
2,1,1,Distribute groups,6e-05,0.0,run_20260714_043638_save
2,1,1,Read events + write output,12.516224,99.97,run_20260714_043638_save
2,1,1,Other (overhead),0.000226,0.0,run_20260714_043638_save
2,1,1,Total,12.520053,100.0,run_20260714_043638_save
2,1,2,Read global definitions,0.003706,0.03,run_20260714_043638_save
2,1,2,Build group/location map,4.2e-05,0.0,run_20260714_043638_save
2,1,2,Distribute groups,5.6e-05,0.0,run_20260714_043638_save
2,1,2,Read events + write output,12.315015,99.97,run_20260714_043638_save
2,1,2,Other (overhead),0.000234,0.0,run_20260714_043638_save
2,1,2,Total,12.318997,100.0,run_20260714_043638_save
2,1,3,Read global definitions,0.003196,0.03,run_20260714_043638_save
2,1,3,Build group/location map,4.4e-05,0.0,run_20260714_043638_save
2,1,3,Distribute groups,5.6e-05,0.0,run_20260714_043638_save
2,1,3,Read events + write output,12.537666,99.97,run_20260714_043638_save
2,1,3,Other (overhead),0.000226,0.0,run_20260714_043638_save
2,1,3,Total,12.541132,100.0,run_20260714_043638_save
2,1,4,Read global definitions,0.005112,0.04,run_20260714_043638_save
2,1,4,Build group/location map,4.4e-05,0.0,run_20260714_043638_save
2,1,4,Distribute groups,7.1e-05,0.0,run_20260714_043638_save
2,1,4,Read events + write output,12.426056,99.96,run_20260714_043638_save
2,1,4,Other (overhead),0.000251,0.0,run_20260714_043638_save
2,1,4,Total,12.431463,100.0,run_20260714_043638_save
2,1,5,Read global definitions,0.003293,0.03,run_20260714_043638_save
2,1,5,Build group/location map,4.9e-05,0.0,run_20260714_043638_save
2,1,5,Distribute groups,5.7e-05,0.0,run_20260714_043638_save
2,1,5,Read events + write output,12.464479,99.97,run_20260714_043638_save
2,1,5,Other (overhead),0.000233,0.0,run_20260714_043638_save
2,1,5,Total,12.468054,100.0,run_20260714_043638_save
2,2,1,Read global definitions,0.003453,0.02,run_20260714_043638_save
2,2,1,Build group/location map,4.3e-05,0.0,run_20260714_043638_save
2,2,1,Distribute groups,0.000462,0.0,run_20260714_043638_save
2,2,1,Read events + write output,18.308783,99.98,run_20260714_043638_save
2,2,1,Other (overhead),0.000633,0.0,run_20260714_043638_save
2,2,1,Total,18.312912,100.0,run_20260714_043638_save
2,2,2,Read global definitions,0.003784,0.02,run_20260714_043638_save
2,2,2,Build group/location map,4.2e-05,0.0,run_20260714_043638_save
2,2,2,Distribute groups,0.000457,0.0,run_20260714_043638_save
2,2,2,Read events + write output,18.50902,99.98,run_20260714_043638_save
2,2,2,Other (overhead),0.000643,0.0,run_20260714_043638_save
2,2,2,Total,18.513489,100.0,run_20260714_043638_save
2,2,3,Read global definitions,0.003815,0.02,run_20260714_043638_save
2,2,3,Build group/location map,4.3e-05,0.0,run_20260714_043638_save
2,2,3,Distribute groups,0.000544,0.0,run_20260714_043638_save
2,2,3,Read events + write output,18.903145,99.98,run_20260714_043638_save
2,2,3,Other (overhead),0.000722,0.0,run_20260714_043638_save
2,2,3,Total,18.907725,100.0,run_20260714_043638_save
2,2,4,Read global definitions,0.003906,0.02,run_20260714_043638_save
2,2,4,Build group/location map,4.4e-05,0.0,run_20260714_043638_save
2,2,4,Distribute groups,0.000467,0.0,run_20260714_043638_save
2,2,4,Read events + write output,18.675481,99.98,run_20260714_043638_save
2,2,4,Other (overhead),0.000648,0.0,run_20260714_043638_save
2,2,4,Total,18.680079,100.0,run_20260714_043638_save
2,2,5,Read global definitions,0.004097,0.02,run_20260714_043638_save
2,2,5,Build group/location map,4.9e-05,0.0,run_20260714_043638_save
2,2,5,Distribute groups,0.000464,0.0,run_20260714_043638_save
2,2,5,Read events + write output,18.883664,99.97,run_20260714_043638_save
2,2,5,Other (overhead),0.000643,0.0,run_20260714_043638_save
2,2,5,Total,18.888453,100.0,run_20260714_043638_save
2,3,1,Read global definitions,0.003527,0.02,run_20260714_043638_save
2,3,1,Build group/location map,4.5e-05,0.0,run_20260714_043638_save
2,3,1,Distribute groups,0.0005,0.0,run_20260714_043638_save
2,3,1,Read events + write output,17.323434,99.98,run_20260714_043638_save
2,3,1,Other (overhead),0.000692,0.0,run_20260714_043638_save
2,3,1,Total,17.327698,100.0,run_20260714_043638_save
2,3,2,Read global definitions,0.003805,0.02,run_20260714_043638_save
2,3,2,Build group/location map,4.9e-05,0.0,run_20260714_043638_save
2,3,2,Distribute groups,0.00054,0.0,run_20260714_043638_save
2,3,2,Read events + write output,17.209115,99.97,run_20260714_043638_save
2,3,2,Other (overhead),0.000723,0.0,run_20260714_043638_save
2,3,2,Total,17.213692,100.0,run_20260714_043638_save
2,3,3,Read global definitions,0.003852,0.02,run_20260714_043638_save
2,3,3,Build group/location map,4.3e-05,0.0,run_20260714_043638_save
2,3,3,Distribute groups,0.000517,0.0,run_20260714_043638_save
2,3,3,Read events + write output,16.442545,99.97,run_20260714_043638_save
2,3,3,Other (overhead),0.000708,0.0,run_20260714_043638_save
2,3,3,Total,16.447148,100.0,run_20260714_043638_save
2,3,4,Read global definitions,0.003747,0.02,run_20260714_043638_save
2,3,4,Build group/location map,4.4e-05,0.0,run_20260714_043638_save
2,3,4,Distribute groups,0.000487,0.0,run_20260714_043638_save
2,3,4,Read events + write output,17.85573,99.98,run_20260714_043638_save
2,3,4,Other (overhead),0.000656,0.0,run_20260714_043638_save
2,3,4,Total,17.860177,100.0,run_20260714_043638_save
2,3,5,Read global definitions,0.004043,0.02,run_20260714_043638_save
2,3,5,Build group/location map,4.6e-05,0.0,run_20260714_043638_save
2,3,5,Distribute groups,0.000498,0.0,run_20260714_043638_save
2,3,5,Read events + write output,17.115442,99.97,run_20260714_043638_save
2,3,5,Other (overhead),0.000675,0.0,run_20260714_043638_save
2,3,5,Total,17.120206,100.0,run_20260714_043638_save
2,4,1,Read global definitions,0.003779,0.02,run_20260714_043638_save
2,4,1,Build group/location map,4.6e-05,0.0,run_20260714_043638_save
2,4,1,Distribute groups,0.000528,0.0,run_20260714_043638_save
2,4,1,Read events + write output,20.420605,99.98,run_20260714_043638_save
2,4,1,Other (overhead),0.000704,0.0,run_20260714_043638_save
2,4,1,Total,20.425134,100.0,run_20260714_043638_save
2,4,2,Read global definitions,0.00367,0.02,run_20260714_043638_save
2,4,2,Build group/location map,4.6e-05,0.0,run_20260714_043638_save
2,4,2,Distribute groups,0.00053,0.0,run_20260714_043638_save
2,4,2,Read events + write output,19.886771,99.98,run_20260714_043638_save
2,4,2,Other (overhead),0.000699,0.0,run_20260714_043638_save
2,4,2,Total,19.891186,100.0,run_20260714_043638_save
2,4,3,Read global definitions,0.003692,0.02,run_20260714_043638_save
2,4,3,Build group/location map,4.5e-05,0.0,run_20260714_043638_save
2,4,3,Distribute groups,0.00053,0.0,run_20260714_043638_save
2,4,3,Read events + write output,20.231498,99.98,run_20260714_043638_save
2,4,3,Other (overhead),0.000712,0.0,run_20260714_043638_save
2,4,3,Total,20.235947,100.0,run_20260714_043638_save
2,4,4,Read global definitions,0.003797,0.02,run_20260714_043638_save
2,4,4,Build group/location map,5.6e-05,0.0,run_20260714_043638_save
2,4,4,Distribute groups,0.00056,0.0,run_20260714_043638_save
2,4,4,Read events + write output,20.781512,99.98,run_20260714_043638_save
2,4,4,Other (overhead),0.000744,0.0,run_20260714_043638_save
2,4,4,Total,20.786109,100.0,run_20260714_043638_save
2,4,5,Read global definitions,0.003828,0.02,run_20260714_043638_save
2,4,5,Build group/location map,4.4e-05,0.0,run_20260714_043638_save
2,4,5,Distribute groups,0.000588,0.0,run_20260714_043638_save
2,4,5,Read events + write output,20.155597,99.98,run_20260714_043638_save
2,4,5,Other (overhead),0.00075,0.0,run_20260714_043638_save
2,4,5,Total,20.160219,100.0,run_20260714_043638_save
2,8,1,Read global definitions,0.003616,0.02,run_20260714_043638_save
2,8,1,Build group/location map,4.9e-05,0.0,run_20260714_043638_save
2,8,1,Distribute groups,0.000654,0.0,run_20260714_043638_save
2,8,1,Read events + write output,14.799927,99.97,run_20260714_043638_save
2,8,1,Other (overhead),0.000828,0.01,run_20260714_043638_save
2,8,1,Total,14.80442,100.0,run_20260714_043638_save
2,8,2,Read global definitions,0.003947,0.03,run_20260714_043638_save
2,8,2,Build group/location map,4.4e-05,0.0,run_20260714_043638_save
2,8,2,Distribute groups,0.001283,0.01,run_20260714_043638_save
2,8,2,Read events + write output,15.087878,99.96,run_20260714_043638_save
2,8,2,Other (overhead),0.001474,0.01,run_20260714_043638_save
2,8,2,Total,15.093343,100.0,run_20260714_043638_save
2,8,3,Read global definitions,0.003651,0.02,run_20260714_043638_save
2,8,3,Build group/location map,4.3e-05,0.0,run_20260714_043638_save
2,8,3,Distribute groups,0.001351,0.01,run_20260714_043638_save
2,8,3,Read events + write output,14.874852,99.96,run_20260714_043638_save
2,8,3,Other (overhead),0.001528,0.01,run_20260714_043638_save
2,8,3,Total,14.880074,100.0,run_20260714_043638_save
2,8,4,Read global definitions,0.003793,0.03,run_20260714_043638_save
2,8,4,Build group/location map,5e-05,0.0,run_20260714_043638_save
2,8,4,Distribute groups,0.000636,0.0,run_20260714_043638_save
2,8,4,Read events + write output,14.59882,99.97,run_20260714_043638_save
2,8,4,Other (overhead),0.00081,0.01,run_20260714_043638_save
2,8,4,Total,14.603473,100.0,run_20260714_043638_save
2,8,5,Read global definitions,0.003907,0.03,run_20260714_043638_save
2,8,5,Build group/location map,4.4e-05,0.0,run_20260714_043638_save
2,8,5,Distribute groups,0.000645,0.0,run_20260714_043638_save
2,8,5,Read events + write output,14.673848,99.97,run_20260714_043638_save
2,8,5,Other (overhead),0.000841,0.01,run_20260714_043638_save
2,8,5,Total,14.67864,100.0,run_20260714_043638_save
4,16,1,Read global definitions,0.003699,0.01,run_20260714_043638_save
4,16,1,Build group/location map,8.3e-05,0.0,run_20260714_043638_save
4,16,1,Distribute groups,0.00124,0.0,run_20260714_043638_save
4,16,1,Read events + write output,27.223623,99.98,run_20260714_043638_save
4,16,1,Other (overhead),0.001414,0.01,run_20260714_043638_save
4,16,1,Total,27.228819,100.0,run_20260714_043638_save
4,16,2,Read global definitions,0.008702,0.03,run_20260714_043638_save
4,16,2,Build group/location map,8.4e-05,0.0,run_20260714_043638_save
4,16,2,Distribute groups,0.001546,0.01,run_20260714_043638_save
4,16,2,Read events + write output,27.240836,99.96,run_20260714_043638_save
4,16,2,Other (overhead),0.001741,0.01,run_20260714_043638_save
4,16,2,Total,27.251363,100.0,run_20260714_043638_save
4,16,3,Read global definitions,0.003771,0.01,run_20260714_043638_save
4,16,3,Build group/location map,8.8e-05,0.0,run_20260714_043638_save
4,16,3,Distribute groups,0.001242,0.0,run_20260714_043638_save
4,16,3,Read events + write output,27.081962,99.98,run_20260714_043638_save
4,16,3,Other (overhead),0.001405,0.01,run_20260714_043638_save
4,16,3,Total,27.087226,100.0,run_20260714_043638_save
4,16,4,Read global definitions,0.003777,0.01,run_20260714_043638_save
4,16,4,Build group/location map,8.6e-05,0.0,run_20260714_043638_save
4,16,4,Distribute groups,0.000761,0.0,run_20260714_043638_save
4,16,4,Read events + write output,27.065153,99.98,run_20260714_043638_save
4,16,4,Other (overhead),0.000932,0.0,run_20260714_043638_save
4,16,4,Total,27.069948,100.0,run_20260714_043638_save
4,16,5,Read global definitions,0.004259,0.02,run_20260714_043638_save
4,16,5,Build group/location map,0.000139,0.0,run_20260714_043638_save
4,16,5,Distribute groups,0.001429,0.01,run_20260714_043638_save
4,16,5,Read events + write output,26.57602,99.98,run_20260714_043638_save
4,16,5,Other (overhead),0.001645,0.01,run_20260714_043638_save
4,16,5,Total,26.582063,100.0,run_20260714_043638_save
4,1,1,Read global definitions,0.031657,0.09,run_20260714_043638_save
4,1,1,Build group/location map,0.000101,0.0,run_20260714_043638_save
4,1,1,Distribute groups,0.00011,0.0,run_20260714_043638_save
4,1,1,Read events + write output,33.841783,99.91,run_20260714_043638_save
4,1,1,Other (overhead),0.000295,0.0,run_20260714_043638_save
4,1,1,Total,33.873836,100.0,run_20260714_043638_save
4,1,2,Read global definitions,0.003604,0.01,run_20260714_043638_save
4,1,2,Build group/location map,8.3e-05,0.0,run_20260714_043638_save
4,1,2,Distribute groups,6.5e-05,0.0,run_20260714_043638_save
4,1,2,Read events + write output,32.767812,99.99,run_20260714_043638_save
4,1,2,Other (overhead),0.000226,0.0,run_20260714_043638_save
4,1,2,Total,32.771725,100.0,run_20260714_043638_save
4,1,3,Read global definitions,0.003576,0.01,run_20260714_043638_save
4,1,3,Build group/location map,8.4e-05,0.0,run_20260714_043638_save
4,1,3,Distribute groups,6.7e-05,0.0,run_20260714_043638_save
4,1,3,Read events + write output,33.817941,99.99,run_20260714_043638_save
4,1,3,Other (overhead),0.000235,0.0,run_20260714_043638_save
4,1,3,Total,33.821836,100.0,run_20260714_043638_save
4,1,4,Read global definitions,0.003663,0.01,run_20260714_043638_save
4,1,4,Build group/location map,8.6e-05,0.0,run_20260714_043638_save
4,1,4,Distribute groups,6.8e-05,0.0,run_20260714_043638_save
4,1,4,Read events + write output,31.934383,99.99,run_20260714_043638_save
4,1,4,Other (overhead),0.000237,0.0,run_20260714_043638_save
4,1,4,Total,31.938369,100.0,run_20260714_043638_save
4,1,5,Read global definitions,0.003851,0.01,run_20260714_043638_save
4,1,5,Build group/location map,8.8e-05,0.0,run_20260714_043638_save
4,1,5,Distribute groups,6.8e-05,0.0,run_20260714_043638_save
4,1,5,Read events + write output,33.217846,99.99,run_20260714_043638_save
4,1,5,Other (overhead),0.000239,0.0,run_20260714_043638_save
4,1,5,Total,33.222024,100.0,run_20260714_043638_save
4,2,1,Read global definitions,0.003869,0.01,run_20260714_043638_save
4,2,1,Build group/location map,8.7e-05,0.0,run_20260714_043638_save
4,2,1,Distribute groups,0.000484,0.0,run_20260714_043638_save
4,2,1,Read events + write output,29.270842,99.98,run_20260714_043638_save
4,2,1,Other (overhead),0.000652,0.0,run_20260714_043638_save
4,2,1,Total,29.27545,100.0,run_20260714_043638_save
4,2,2,Read global definitions,0.003872,0.01,run_20260714_043638_save
4,2,2,Build group/location map,8.6e-05,0.0,run_20260714_043638_save
4,2,2,Distribute groups,0.000509,0.0,run_20260714_043638_save
4,2,2,Read events + write output,30.420172,99.98,run_20260714_043638_save
4,2,2,Other (overhead),0.000682,0.0,run_20260714_043638_save
4,2,2,Total,30.424812,100.0,run_20260714_043638_save
4,2,3,Read global definitions,0.00392,0.01,run_20260714_043638_save
4,2,3,Build group/location map,9.2e-05,0.0,run_20260714_043638_save
4,2,3,Distribute groups,0.000472,0.0,run_20260714_043638_save
4,2,3,Read events + write output,27.160841,99.98,run_20260714_043638_save
4,2,3,Other (overhead),0.000662,0.0,run_20260714_043638_save
4,2,3,Total,27.165515,100.0,run_20260714_043638_save
4,2,4,Read global definitions,0.003939,0.01,run_20260714_043638_save
4,2,4,Build group/location map,9.6e-05,0.0,run_20260714_043638_save
4,2,4,Distribute groups,0.000504,0.0,run_20260714_043638_save
4,2,4,Read events + write output,28.787529,99.98,run_20260714_043638_save
4,2,4,Other (overhead),0.000699,0.0,run_20260714_043638_save
4,2,4,Total,28.792263,100.0,run_20260714_043638_save
4,2,5,Read global definitions,0.0045,0.01,run_20260714_043638_save
4,2,5,Build group/location map,0.000148,0.0,run_20260714_043638_save
4,2,5,Distribute groups,0.00054,0.0,run_20260714_043638_save
4,2,5,Read events + write output,30.065754,99.98,run_20260714_043638_save
4,2,5,Other (overhead),0.000723,0.0,run_20260714_043638_save
4,2,5,Total,30.071125,100.0,run_20260714_043638_save
4,4,1,Read global definitions,0.005548,0.02,run_20260714_043638_save
4,4,1,Build group/location map,8.9e-05,0.0,run_20260714_043638_save
4,4,1,Distribute groups,0.00072,0.0,run_20260714_043638_save
4,4,1,Read events + write output,33.229592,99.98,run_20260714_043638_save
4,4,1,Other (overhead),0.000895,0.0,run_20260714_043638_save
4,4,1,Total,33.236124,100.0,run_20260714_043638_save
4,4,2,Read global definitions,0.003847,0.01,run_20260714_043638_save
4,4,2,Build group/location map,8.6e-05,0.0,run_20260714_043638_save
4,4,2,Distribute groups,0.000556,0.0,run_20260714_043638_save
4,4,2,Read events + write output,31.63051,99.99,run_20260714_043638_save
4,4,2,Other (overhead),0.000722,0.0,run_20260714_043638_save
4,4,2,Total,31.635165,100.0,run_20260714_043638_save
4,4,3,Read global definitions,0.004113,0.01,run_20260714_043638_save
4,4,3,Build group/location map,8.7e-05,0.0,run_20260714_043638_save
4,4,3,Distribute groups,0.000562,0.0,run_20260714_043638_save
4,4,3,Read events + write output,33.759286,99.99,run_20260714_043638_save
4,4,3,Other (overhead),0.000758,0.0,run_20260714_043638_save
4,4,3,Total,33.764244,100.0,run_20260714_043638_save
4,4,4,Read global definitions,0.003831,0.01,run_20260714_043638_save
